defined_class	defined_class_name	entity	entity_name	attribute	attribute_name	exact_synonyms	xrefs	orcid
OBA:VT0001308	lens polarity trait	UBERON:0000965	lens of camera-type eye	PATO:0002186	polarity			
OBA:VT0001319	pupil shape trait	UBERON:0001771	pupil	PATO:0000052	shape			
OBA:VT0001321	pupil size trait	UBERON:0001771	pupil	PATO:0000117	size			
OBA:VT0001329	retina cell quantity	CL:0009004	retinal cell	PATO:0000070	amount			
OBA:VT0001334	optic tract size trait	UBERON:0001908	optic tract	PATO:0000117	size			
OBA:VT0001345	meibomian gland size trait	UBERON:0001818	tarsal gland	PATO:0000117	size			
OBA:VT0001348	lacrimal gland physiology trait	UBERON:0001817	lacrimal gland	PATO:0001509	functionality			
OBA:VT0001365	Deiters cell quantity	CL:0000635	Deiter's cell	PATO:0000070	amount			
OBA:VT0001366	pillar cell quantity	CL:1000191	pillar cell	PATO:0001555	has number of			
OBA:VT0001387	spiral ligament size trait	UBERON:0006725	spiral ligament	PATO:0000117	size			
OBA:VT0001416	strial marginal cell quantity	CL:0002492	strial marginal cell	PATO:0000070	amount			
OBA:VT0001418	tectorial membrane size trait	UBERON:0002233	tectorial membrane of cochlea	PATO:0000117	size			
OBA:VT0001421	scala media size trait	UBERON:0002295	scala media	PATO:0000117	size			
OBA:VT0001444	scala tympani size trait	UBERON:0001864	scala tympani	PATO:0000117	size			
OBA:VT0001456	otic capsule size trait	UBERON:0004637	otic capsule	PATO:0000117	size			
OBA:VT0001459	vestibule size trait	UBERON:0001349	vestibule	PATO:0000117	size			
OBA:VT0001464	incus size trait	UBERON:0001688	incus bone	PATO:0000117	size			
OBA:VT0001465	malleus size trait	UBERON:0001689	malleus bone	PATO:0000117	size			
OBA:VT0001501	sleep behavior trait	GO:0030431	sleep	PATO:0000060	spatial pattern			
OBA:VT0001539	caudal vertebra quantity	UBERON:0001095	caudal vertebra	PATO:0001555	has number of			
OBA:VT0001541	osteoclast physiology trait	CL:0000092	osteoclast	PATO:0001509	functionality			
OBA:VT0001542	bone strength trait	UBERON:0001474	bone element	PATO:0001230	strength			
OBA:VT0001544	cardiovascular system physiology trait	UBERON:0004535	cardiovascular system	PATO:0001509	functionality			
OBA:VT0001586	erythrocyte quantity	CL:0000232	erythrocyte	PATO:0000070	amount			
OBA:VT0001663	gastrointestinal system physiology trait	UBERON:0001007	digestive system	PATO:0001509	functionality			
OBA:VT0001684	axial mesoderm development trait	GO:0007498	mesoderm development	PATO:0002036	axial to			
OBA:VT0001691	somite shape trait	UBERON:0002329	somite	PATO:0000052	shape			
OBA:VT0001697	embryo size trait	UBERON:0000922	embryo	PATO:0000117	size			
OBA:VT0001722	yolk sac color	UBERON:0001040	yolk sac	PATO:0000014	color			
OBA:VT0001778	brown adipose amount	UBERON:0001348	brown adipose tissue	PATO:0000070	amount			
OBA:VT0001781	white adipose amount	UBERON:0001347	white adipose tissue	PATO:0000070	amount			
OBA:VT0001790	immune system physiology trait	UBERON:0002405	immune system	PATO:0001509	functionality			
OBA:VT0001830	effector T cell quantity	CL:0000911	effector T cell	PATO:0001555	has number of			
OBA:VT0001881	mammary gland physiology trait	UBERON:0001911	mammary gland	PATO:0001509	functionality			
OBA:VT0001919	reproductive system physiology trait	UBERON:0000990	reproductive system	PATO:0001509	functionality			
OBA:VT0001922	male fertility trait	UBERON:0003101	male organism	PATO:0000274	fertility			
OBA:VT0001942	lung capacity	UBERON:0002048	lung	PATO:0000918	volume			
OBA:VT0001983	olfactory system physiology trait	UBERON:0000005	chemosensory organ	PATO:0001509	functionality			
OBA:VT0001985	gustatory system physiology trait	UBERON:0001033	gustatory system	PATO:0001509	functionality			
OBA:VT0001986	taste sensitivity trait	GO:0050909	sensory perception of taste	PATO:0000085	sensitivity toward			
OBA:VT0002074	hair texture trait	UBERON:0001037	strand of hair	PATO:0000150	texture			
OBA:VT0002104	hearing physiology trait	GO:0007605	sensory perception of sound	PATO:0001509	functionality			
OBA:VT0002106	muscular system physiology trait	UBERON:0000383	musculature of body	PATO:0001509	functionality			
OBA:VT0002133	respiratory system physiology trait	UBERON:0001004	respiratory system	PATO:0001509	functionality			
OBA:VT0002136	kidney physiology trait	UBERON:0002113	kidney	PATO:0001509	functionality			
OBA:VT0002139	hepatobiliary system physiology trait	UBERON:0002423	hepatobiliary system	PATO:0001509	functionality			
OBA:VT0002164	gland physiology trait	UBERON:0002530	gland	PATO:0001509	functionality			
OBA:VT0002176	brain mass	UBERON:0000955	brain	PATO:0000125	mass			
OBA:VT0002209	germ cell quanitity	CL:0000586	germ cell	PATO:0001555	has number of			
OBA:VT0002221	immune system organ size trait	UBERON:0005057	immune organ	PATO:0000117	size			
OBA:VT0002224	spleen size trait	UBERON:0002106	spleen	PATO:0000117	size			
OBA:VT0002292	gestation period duration	GO:0007565	female pregnancy	PATO:0001309	duration			
OBA:VT0002339	lymph node morphology trait	UBERON:0000029	lymph node	PATO:0000141	structure			
OBA:VT0002364	thymus size trait	UBERON:0002370	thymus	PATO:0000117	size			
OBA:VT0002376	dendritic cell physiology trait	GO:0009987	cellular process	PATO:0002045	dendritic			
OBA:VT0002423	mast cell physiology trait	CL:0000097	mast cell	PATO:0001509	functionality			
OBA:VT0002442	leukocyte physiology trait	CL:0000738	leukocyte	PATO:0001509	functionality			
OBA:VT0002444	T cell physiology trait	CL:0000084	T cell	PATO:0001509	functionality			
OBA:VT0002451	macrophage physiology trait	CL:0000235	macrophage	PATO:0001509	functionality			
OBA:VT0002458	B cell quantity	CL:0000236	B cell	PATO:0001555	has number of			
OBA:VT0002459	B cell physiology trait	CL:0000236	B cell	PATO:0001509	functionality			
OBA:VT0002460	blood immunoglobulin amount	GO:0019814	immunoglobulin complex	PATO:0000070	amount			
OBA:VT0002462	granulocyte physiology trait	CL:0000094	granulocyte	PATO:0001509	functionality			
OBA:VT0002463	neutrophil physiology trait	CL:0000775	neutrophil	PATO:0001509	functionality			
OBA:VT0002464	basophil physiology trait	CL:0000767	basophil	PATO:0001509	functionality			
OBA:VT0002465	eosinophil physiology trait	CL:0000771	eosinophil	PATO:0001509	functionality			
OBA:VT0002543	phalanx length	UBERON:0003221	phalanx	PATO:0000122	length			
OBA:VT0002544	digit length	UBERON:0002544	digit	PATO:0000122	length			
OBA:VT0002602	eosinophil quantity	CL:0000771	eosinophil	PATO:0000070	amount			
OBA:VT0002607	basophil quantity	CL:0000767	basophil	PATO:0000070	amount			
OBA:VT0002637	uterus size trait	UBERON:0000995	uterus	PATO:0000117	size			
OBA:VT0002641	erythrocyte shape trait	CL:0000232	erythrocyte	PATO:0000052	shape			
OBA:VT0002648	enamel delamination trait	UBERON:0001752	enamel	PATO:0001514	delaminated			
OBA:VT0002673	sperm quantity	CL:0000019	sperm	PATO:0000070	amount			
OBA:VT0002680	corpus luteum quantity	UBERON:0002512	corpus luteum	PATO:0000070	amount			
OBA:VT0002682	mature ovarian follicle quantity	UBERON:0003982	mature ovarian follicle	PATO:0000070	amount			
OBA:VT0002693	pancreas gland physiology trait	UBERON:0001264	pancreas	PATO:0001509	functionality			
OBA:VT0002694	secretion by pancreas trait	UBERON:0004795	pancreas secretion	PATO:0001629	aggregated			
OBA:VT0002697	eye size trait	UBERON:0000019	camera-type eye	PATO:0000117	size			
OBA:VT0002705	kidney tubule size trait	UBERON:0001231	nephron tubule	PATO:0000117	size			
OBA:VT0002706	kidney size trait	UBERON:0002113	kidney	PATO:0000117	size			
OBA:VT0002707	kidney mass	UBERON:0002113	kidney	PATO:0000125	mass			
OBA:VT0002716	preputial gland size trait	UBERON:0000359	preputial gland	PATO:0000117	size			
OBA:VT0002731	colon size trait	UBERON:0001155	colon	PATO:0000117	size			
OBA:VT0002741	olfactory bulb size trait	UBERON:0002264	olfactory bulb	PATO:0000117	size			
OBA:VT0002742	submandibular lymph node size trait	UBERON:0002520	submandibular lymph node	PATO:0000117	size			
OBA:VT0002753	left ventricle size trait	UBERON:0002084	heart left ventricle	PATO:0000117	size			
OBA:VT0002754	right ventricle size trait	UBERON:0002080	heart right ventricle	PATO:0000117	size			
OBA:VT0002758	tail length	UBERON:0002415	tail	PATO:0000122	length			
OBA:VT0002785	Leydig cell quantity	CL:0000178	Leydig cell	PATO:0001555	has number of			
OBA:VT0002809	spinal cord size trait	UBERON:0002240	spinal cord	PATO:0000117	size			
OBA:VT0002845	aorta mass	UBERON:0000947	aorta	PATO:0000125	mass			
OBA:VT0002846	aorta capacity	UBERON:0000947	aorta	PATO:0000918	volume			
OBA:VT0002847	glomerular filtration trait	GO:0003094	glomerular filtration	PATO:0001236	process quality			
OBA:VT0002876	thyroid gland physiology trait	UBERON:0002046	thyroid gland	PATO:0001509	functionality			
OBA:VT0002909	adrenal gland physiology trait	UBERON:0002369	adrenal gland	PATO:0001509	functionality			
OBA:VT0002975	blood vessel smooth muscle size trait	UBERON:0004237	blood vessel smooth muscle	PATO:0000117	size			
OBA:VT0002983	retinal ganglion cell quantity	CL:0000740	retinal ganglion cell	PATO:0001555	has number of			
OBA:VT0002987	urine solute amount	UBERON:0001088	urine	PATO:0001655	osmolarity			
OBA:VT0002990	ureter length	UBERON:0000056	ureter	PATO:0000122	length			
OBA:VT0002991	sebaceous gland physiology trait	UBERON:0001821	sebaceous gland	PATO:0001509	functionality			
OBA:VT0002997	seminal gland size trait	UBERON:0000998	seminal vesicle	PATO:0000117	size			
OBA:VT0003051	tail shape trait	UBERON:0002415	tail	PATO:0000052	shape			
OBA:VT0003074	metacarpus quantity	UBERON:0004453	metacarpus region	PATO:0001555	has number of			
OBA:VT0003102	sclera thickness	UBERON:0001773	sclera	PATO:0000915	thickness			
OBA:VT0003104	skull size trait	UBERON:0003129	skull	PATO:0000117	size			
OBA:VT0003112	parathyroid gland size trait	UBERON:0001132	parathyroid gland	PATO:0000117	size			
OBA:VT0003135	reticulocyte quantity	CL:0000558	reticulocyte	PATO:0001555	has number of			
OBA:VT0003140	heart atrium size trait	UBERON:0002081	cardiac atrium	PATO:0000117	size			
OBA:VT0003143	otolith size trait	UBERON:0002280	otolith	PATO:0000117	size			
OBA:VT0003144	otolith quantity	UBERON:0002280	otolith	PATO:0001555	has number of			
OBA:VT0003162	lateral semicircular canal size trait	UBERON:0001843	lateral semicircular canal	PATO:0000117	size			
OBA:VT0003164	posterior semicircular canal size trait	UBERON:0001842	posterior semicircular canal	PATO:0000117	size			
OBA:VT0003166	superior semicircular canal size trait	UBERON:0001841	anterior semicircular canal	PATO:0000117	size			
OBA:VT0003179	platelet quantity	CL:0000233	platelet	PATO:0000070	amount			
OBA:VT0003240	hippocampus neuron quantity	CL:0002608	hippocampal neuron	PATO:0000070	amount			
OBA:VT0003244	dopaminergic neuron quantity	CL:0000700	dopaminergic neuron	PATO:0001555	has number of			
OBA:VT0003252	bile duct physiology trait	UBERON:0002394	bile duct	PATO:0001509	functionality			
OBA:VT0003253	bile duct size trait	UBERON:0002394	bile duct	PATO:0000117	size			
OBA:VT0003283	digestive organ orientation trait	UBERON:0013765	digestive system element	PATO:0000133	orientation			
OBA:VT0003284	large intestine orientation trait	UBERON:0000059	large intestine	PATO:0000140	position			
OBA:VT0003310	modiolus size trait	UBERON:0006723	cochlear modiolus	PATO:0000117	size			
OBA:VT0003339	pancreatic beta cell quantity	CL:0000169	type B pancreatic cell	PATO:0001555	has number of			
OBA:VT0003345	rib quantity	UBERON:0002228	rib	PATO:0001555	has number of			
OBA:VT0003398	skeletal muscle size trait	UBERON:0001134	skeletal muscle tissue	PATO:0000117	size			
OBA:VT0003399	skeletal muscle fiber size trait	CL:0000188	cell of skeletal muscle	PATO:0000117	size			
OBA:VT0003401	tail bud size trait	UBERON:0002533	post-anal tail bud	PATO:0000117	size			
OBA:VT0003402	liver mass	UBERON:0002107	liver	PATO:0000125	mass			
OBA:VT0003405	platelet shape trait	CL:0000233	platelet	PATO:0000052	shape			
OBA:VT0003409	hypertrophic chondrocyte zone thickness	UBERON:0006772	long bone epiphyseal plate hypertrophic zone	PATO:0000915	thickness			
OBA:VT0003431	parathyroid gland physiology trait	UBERON:0001132	parathyroid gland	PATO:0001509	functionality			
OBA:VT0003446	kidney cell quantity	CL:1000497	kidney cell	PATO:0000070	amount			
OBA:VT0003450	pancreas size trait	UBERON:0001264	pancreas	PATO:0000117	size			
OBA:VT0003456	tail size trait	UBERON:0002415	tail	PATO:0000117	size			
OBA:VT0003507	ovary physiology trait	UBERON:0000992	female gonad	PATO:0001509	functionality			
OBA:VT0003512	labia size trait	UBERON:0004084	genital labium	PATO:0000117	size			
OBA:VT0003517	labia majora size trait	UBERON:0004085	labium majora	PATO:0000117	size			
OBA:VT0003519	labia majora shape trait	UBERON:0004085	labium majora	PATO:0000052	shape			
OBA:VT0003522	labia minora size trait	UBERON:0004014	labium minora	PATO:0000117	size			
OBA:VT0003524	labia minora shape trait	UBERON:0004014	labium minora	PATO:0000052	shape			
OBA:VT0003528	vulva size trait	UBERON:0000997	mammalian vulva	PATO:0000117	size			
OBA:VT0003529	clitoris size trait	UBERON:0002411	clitoris	PATO:0000117	size			
OBA:VT0003562	pancreatic beta cell physiology trait	CL:0000169	type B pancreatic cell	PATO:0001509	functionality			
OBA:VT0003563	pancreatic alpha cell physiology trait	CL:0000171	pancreatic A cell	PATO:0001509	functionality			
OBA:VT0003576	oviduct size trait	UBERON:0003889	fallopian tube	PATO:0000117	size			
OBA:VT0003585	ureter size trait	UBERON:0000056	ureter	PATO:0000117	size			
OBA:VT0003588	ureter width	UBERON:0000056	ureter	PATO:0000921	width			
OBA:VT0003589	ureter physiology trait	UBERON:0000056	ureter	PATO:0001509	functionality			
OBA:VT0003592	urethra width	UBERON:0000057	urethra	PATO:0000921	width			
OBA:VT0003594	urethra size trait	UBERON:0000057	urethra	PATO:0000117	size			
OBA:VT0003599	penis size trait	UBERON:0000989	penis	PATO:0000117	size			
OBA:VT0003606	nephron physiology trait	UBERON:0001285	nephron	PATO:0001509	functionality			
OBA:VT0003607	prostate physiology trait	UBERON:0002367	prostate gland	PATO:0001509	functionality			
OBA:VT0003618	cervical opening size trait	UBERON:0013758	cervical os	PATO:0000117	size			
OBA:VT0003619	urine color	UBERON:0001088	urine	PATO:0000014	color			
OBA:VT0003626	kidney medulla cell quantity	CL:1000504	kidney medulla cell	PATO:0000070	amount			
OBA:VT0003633	nervous system physiology trait	UBERON:0001016	nervous system	PATO:0001509	functionality			
OBA:VT0003641	lung size trait	UBERON:0002048	lung	PATO:0000117	size			
OBA:VT0003646	muscle fatigue trait	UBERON:0001630	muscle organ	PATO:0001815	fatigability			
OBA:VT0003647	oligodendrocyte quantity	CL:0000128	oligodendrocyte	PATO:0001555	has number of			
OBA:VT0003650	kidney shape trait	UBERON:0002113	kidney	PATO:0000052	shape			
OBA:VT0003652	skin elasticity trait	UBERON:0000014	zone of skin	PATO:0001620	turgor			
OBA:VT0003656	erythrocyte physiology trait	CL:0000232	erythrocyte	PATO:0001509	functionality			
OBA:VT0003670	glomerular capsule size trait	UBERON:0001230	glomerular capsule	PATO:0000117	size			
OBA:VT0003679	ear lobe size trait	UBERON:0001847	lobule of pinna	PATO:0000117	size			
OBA:VT0003690	glia physiology trait	CL:0000125	glial cell	PATO:0001509	functionality			
OBA:VT0003691	microglial cell physiology trait	CL:0000129	microglial cell	PATO:0001509	functionality			
OBA:VT0003698	male reproductive system physiology trait	UBERON:0000079	male reproductive system	PATO:0001509	functionality			
OBA:VT0003699	female reproductive system physiology trait	UBERON:0000474	female reproductive system	PATO:0001509	functionality			
OBA:VT0003720	neural tube closure trait	UBERON:0001049	neural tube	PATO:0000136	closure			
OBA:VT0003722	ureter quantity	UBERON:0000056	ureter	PATO:0001555	has number of			
OBA:VT0003739	auditory ossicle size trait	UBERON:0001686	auditory ossicle bone	PATO:0000117	size			
OBA:VT0003749	mouth shape trait	UBERON:0000165	mouth	PATO:0000052	shape			
OBA:VT0003759	palate width	UBERON:0001716	secondary palate	PATO:0000921	width			
OBA:VT0003760	palate length	UBERON:0001716	secondary palate	PATO:0000122	length			
OBA:VT0003763	thymus physiology trait	UBERON:0002370	thymus	PATO:0001509	functionality			
OBA:VT0003764	palate depth	UBERON:0001716	secondary palate	PATO:0001595	depth			
OBA:VT0003771	lip shape trait	UBERON:0001833	lip	PATO:0000052	shape			
OBA:VT0003800	digit quantity	UBERON:0002544	digit	PATO:0000070	amount			
OBA:VT0003815	hair quantity	UBERON:0001037	strand of hair	PATO:0001555	has number of			
OBA:VT0003859	Harderian gland physiology trait	UBERON:0004187	Harderian gland	PATO:0001509	functionality			
OBA:VT0003878	ear physiology trait	UBERON:0001690	ear	PATO:0001509	functionality			
OBA:VT0003879	hair cell physiology trait	CL:0000855	sensory hair cell	PATO:0001509	functionality			
OBA:VT0003883	stomach size trait	UBERON:0000945	stomach	PATO:0000117	size			
OBA:VT0003945	lymphocyte physiology trait	CL:0000542	lymphocyte	PATO:0001509	functionality			
OBA:VT0003984	embryonic growth trait	UBERON:0000922	embryo	PATO:0001492	growth rate			
OBA:VT0003986	cochlear ganglion size trait	UBERON:0000395	cochlear ganglion	PATO:0000117	size			
OBA:VT0003987	vestibular ganglion size trait	UBERON:0002824	vestibular ganglion	PATO:0000117	size			
OBA:VT0004005	intestinal smooth muscle contractility trait	UBERON:0004221	intestine smooth muscle	PATO:0001579	contractility			
OBA:VT0004006	jejunal smooth muscle contractility trait	UBERON:0012377	muscle layer of jejunum	PATO:0001579	contractility			
OBA:VT0004020	amniotic fluid amount	UBERON:0000173	amniotic fluid	PATO:0000918	volume			
