defined_class	defined_class_name	entity	entity_name	attribute	attribute_name
OBA:VT0001075	accessory nerve morphology trait	UBERON:0002019	accessory XI nerve	PATO:0000051	morphology
OBA:VT0001076	hypoglossal nerve morphology trait	UBERON:0001650	hypoglossal nerve	PATO:0000051	morphology
OBA:VT0001077	spinal nerve morphology trait	UBERON:0001780	spinal nerve	PATO:0000051	morphology
OBA:VT0001078	phrenic nerve morphology trait	UBERON:0001884	phrenic nerve	PATO:0000051	morphology
OBA:VT0001081	cranial ganglion morphology trait	UBERON:0001714	cranial ganglion	PATO:0000051	morphology
OBA:VT0001082	geniculate ganglion morphology trait	UBERON:0001700	geniculate ganglion	PATO:0000051	morphology
OBA:VT0001084	petrosal ganglion morphology trait	UBERON:0005360	inferior glossopharyngeal IX ganglion	PATO:0000051	morphology
OBA:VT0001087	nodose ganglion morphology trait	UBERON:0005363	inferior vagus X ganglion	PATO:0000051	morphology
OBA:VT0001092	trigeminal ganglion morphology trait	UBERON:0001675	trigeminal ganglion	PATO:0000051	morphology
OBA:VT0001096	glossopharyngeal ganglion morphology trait	UBERON:0001701	glossopharyngeal ganglion	PATO:0000051	morphology
OBA:VT0001097	superior glossopharyngeal ganglion morphology trait	UBERON:0005361	superior glossopharyngeal IX ganglion	PATO:0000051	morphology
OBA:VT0001101	superior vagus ganglion morphology trait	UBERON:0005364	superior vagus X ganglion	PATO:0000051	morphology
OBA:VT0001106	Schwann cell morphology trait	CL:0000218	myelinating Schwann cell	PATO:0000051	morphology
OBA:VT0001119	female reproductive system morphology trait	UBERON:0000474	female reproductive system	PATO:0000051	morphology
OBA:VT0001120	uterus morphology trait	UBERON:0000995	uterus	PATO:0000051	morphology
OBA:VT0001125	oocyte morphology trait	CL:0000023	oocyte	PATO:0000051	morphology
OBA:VT0001126	ovary morphology trait	UBERON:0000992	female gonad	PATO:0000051	morphology
OBA:VT0001131	ovarian follicle morphology trait	UBERON:0001305	ovarian follicle	PATO:0000051	morphology
OBA:VT0001135	cervix morphology trait	UBERON:0000002	uterine cervix	PATO:0000051	morphology
OBA:VT0001137	cervical epithelium morphology trait	UBERON:0004801	cervix epithelium	PATO:0000051	morphology
OBA:VT0001138	cervical squamous epithelium morphology trait	UBERON:0006922	cervix squamous epithelium	PATO:0000051	morphology
OBA:VT0001139	vagina morphology trait	UBERON:0000996	vagina	PATO:0000051	morphology
OBA:VT0001140	vaginal epithelium morphology trait	UBERON:0001344	epithelium of vagina	PATO:0000051	morphology
OBA:VT0001142	vaginal opening morphology trait	UBERON:0012317	vagina orifice	PATO:0000051	morphology
OBA:VT0001145	male reproductive system morphology trait	UBERON:0000079	male reproductive system	PATO:0000051	morphology
OBA:VT0001146	testes morphology trait	UBERON:0000473	testis	PATO:0000051	morphology
OBA:VT0001158	prostate morphology trait	UBERON:0002367	prostate gland	PATO:0000051	morphology
OBA:VT0001163	coagulating gland morphology trait	UBERON:0008807	coagulating gland	PATO:0000051	morphology
OBA:VT0001168	prostate epithelium morphology trait	UBERON:0000428	prostate epithelium	PATO:0000051	morphology
OBA:VT0001169	bulbourethral gland morphology trait	UBERON:0002366	bulbo-urethral gland	PATO:0000051	morphology
OBA:VT0001175	lung morphology trait	UBERON:0002048	lung	PATO:0000051	morphology
OBA:VT0001216	epidermis morphology trait	UBERON:0001003	skin epidermis	PATO:0000051	morphology
OBA:VT0001231	epidermis stratum basale morphology trait	UBERON:0002025	stratum basale of epidermis	PATO:0000051	morphology
OBA:VT0001236	epidermis stratum spinosum morphology trait	UBERON:0002026	stratum spinosum of epidermis	PATO:0000051	morphology
OBA:VT0001239	epidermis stratum granulosum morphology trait	UBERON:0002069	stratum granulosum of epidermis	PATO:0000051	morphology
OBA:VT0001240	epidermis stratum corneum morphology trait	UBERON:0002027	stratum corneum of epidermis	PATO:0000051	morphology
OBA:VT0001243	dermis morphology trait	UBERON:0002067	dermis	PATO:0000051	morphology
OBA:VT0001248	connective tissue morphology trait	UBERON:0002384	connective tissue	PATO:0000051	morphology
OBA:VT0001250	dermis stratum papillare morphology trait	UBERON:0001992	papillary layer of dermis	PATO:0000051	morphology
OBA:VT0001303	lens morphology trait	UBERON:0000965	lens of camera-type eye	PATO:0000051	morphology
OBA:VT0001310	conjunctiva morphology trait	UBERON:0001811	conjunctiva	PATO:0000051	morphology
OBA:VT0001312	cornea morphology trait	UBERON:0000964	cornea	PATO:0000051	morphology
OBA:VT0001317	pupil morphology trait	UBERON:0001771	pupil	PATO:0000051	morphology
OBA:VT0001322	iris morphology trait	UBERON:0001769	iris	PATO:0000051	morphology
OBA:VT0001325	retina morphology trait	UBERON:0000966	retina	PATO:0000051	morphology
OBA:VT0001330	optic nerve morphology trait	UBERON:0004904	neuron projection bundle connecting eye with brain	PATO:0000051	morphology
OBA:VT0001340	eyelid morphology trait	UBERON:0001711	eyelid	PATO:0000051	morphology
OBA:VT0001346	lacrimal gland morphology trait	UBERON:0001817	lacrimal gland	PATO:0000051	morphology
OBA:VT0001457	vestibular dark cell morphology trait	CL:0000846	vestibular dark cell	PATO:0000051	morphology
OBA:VT0001614	blood vessel morphology trait	UBERON:0001981	blood vessel	PATO:0000051	morphology
OBA:VT0001649	symphysis menti morphology trait	UBERON:0006606	mandibular symphysis	PATO:0000051	morphology
OBA:VT0001710	amniotic fold morphology trait	UBERON:0005971	amniotic fold	PATO:0000051	morphology
OBA:VT0001711	placenta morphology trait	UBERON:0001987	placenta	PATO:0000051	morphology
OBA:VT0001716	placenta labyrinth morphology trait	UBERON:0003946	placenta labyrinth	PATO:0000051	morphology
OBA:VT0001718	yolk sac morphology trait	UBERON:0001040	yolk sac	PATO:0000051	morphology
OBA:VT0001721	blood island morphology trait	UBERON:0003061	blood island	PATO:0000051	morphology
OBA:VT0001724	extraembryonic endoderm morphology trait	UBERON:0004877	visceral endoderm	PATO:0000051	morphology
OBA:VT0001725	umbilical cord morphology trait	UBERON:0002331	umbilical cord	PATO:0000051	morphology
OBA:VT0001726	allantois morphology trait	UBERON:0004340	allantois	PATO:0000051	morphology
OBA:VT0001879	lymphatic vessel morphology trait	UBERON:0001473	lymphatic vessel	PATO:0000051	morphology
OBA:VT0001884	mammary alveoli morphology trait	UBERON:0003214	mammary gland alveolus	PATO:0000051	morphology
OBA:VT0001885	mammary duct morphology trait	UBERON:0001765	mammary duct	PATO:0000051	morphology
OBA:VT0001944	pancreas morphology trait	UBERON:0001264	pancreas	PATO:0000051	morphology
OBA:VT0002059	seminal gland morphology trait	UBERON:0000998	seminal vesicle	PATO:0000051	morphology
OBA:VT0002076	hair follicle morphology trait	UBERON:0002073	hair follicle	PATO:0000051	morphology
OBA:VT0002086	extraembryonic tissue morphology trait	UBERON:0000478	extraembryonic structure	PATO:0000051	morphology
OBA:VT0002092	eye morphology trait	UBERON:0000019	camera-type eye	PATO:0000051	morphology
OBA:VT0002096	skin morphology trait	UBERON:0000014	zone of skin	PATO:0000051	morphology
OBA:VT0002098	vibrissa morphology trait	UBERON:0006378	strand of vibrissa hair	PATO:0000051	morphology
OBA:VT0002100	tooth morphology trait	UBERON:0001091	calcareous tooth	PATO:0000051	morphology
OBA:VT0002102	ear morphology trait	UBERON:0001690	ear	PATO:0000051	morphology
OBA:VT0002108	muscular system morphology trait	UBERON:0000383	musculature of body	PATO:0000051	morphology
OBA:VT0002109	limb morphology trait	UBERON:0002101	limb	PATO:0000051	morphology
OBA:VT0002110	digit morphology trait	UBERON:0002544	digit	PATO:0000051	morphology
OBA:VT0002111	tail morphology trait	UBERON:0002415	tail	PATO:0000051	morphology
OBA:VT0002114	axial skeleton morphology trait	UBERON:0002090	postcranial axial skeleton	PATO:0000051	morphology
OBA:VT0002116	craniofacial bone morphology trait	UBERON:0003457	head bone	PATO:0000051	morphology
OBA:VT0002127	cardiovascular system morphology trait	UBERON:0004535	cardiovascular system	PATO:0000051	morphology
OBA:VT0002132	respiratory system morphology trait	UBERON:0001004	respiratory system	PATO:0000051	morphology
OBA:VT0002135	kidney morphology trait	UBERON:0002113	kidney	PATO:0000051	morphology
OBA:VT0002138	hepatobiliary system morphology trait	UBERON:0002423	hepatobiliary system	PATO:0000051	morphology
OBA:VT0002152	brain morphology trait	UBERON:0000955	brain	PATO:0000051	morphology
OBA:VT0002160	reproductive system morphology trait	UBERON:0000990	reproductive system	PATO:0000051	morphology
OBA:VT0002163	gland morphology trait	UBERON:0002530	gland	PATO:0000051	morphology
OBA:VT0002177	outer ear morphology trait	UBERON:0001757	pinna	PATO:0000051	morphology
OBA:VT0002182	astrocyte morphology trait	CL:0000127	astrocyte	PATO:0000051	morphology
OBA:VT0002184	innervation trait	GO:0060384	innervation	PATO:0000051	morphology
OBA:VT0002187	fibula morphology trait	UBERON:0001446	fibula	PATO:0000051	morphology
OBA:VT0002191	artery morphology trait	UBERON:0001637	artery	PATO:0000051	morphology
OBA:VT0002199	brain commissure morphology trait	UBERON:0005970	brain commissure	PATO:0000051	morphology
OBA:VT0002200	brain ventricle/choroid plexus morphology trait	UBERON:0003947	brain ventricle/choroid plexus	PATO:0000051	morphology
OBA:VT0002208	germ cell morphology trait	CL:0000586	germ cell	PATO:0000051	morphology
OBA:VT0002216	seminiferous tubule morphology trait	UBERON:0001343	seminiferous tubule of testis	PATO:0000051	morphology
OBA:VT0002227	spleen capsule morphology trait	UBERON:0004641	spleen capsule	PATO:0000051	morphology
OBA:VT0002228	spleen trabecular vein morphology trait	UBERON:0010400	spleen trabecular vein	PATO:0000051	morphology
OBA:VT0002231	primitive streak morphology trait	UBERON:0004341	primitive streak	PATO:0000051	morphology
OBA:VT0002233	nose morphology trait	UBERON:0000004	nose	PATO:0000051	morphology
OBA:VT0002234	pharynx morphology trait	UBERON:0001042	chordate pharynx	PATO:0000051	morphology
OBA:VT0002235	external nares morphology trait	UBERON:0005928	external naris	PATO:0000051	morphology
OBA:VT0002236	internal nares morphology trait	UBERON:0004771	posterior nasal aperture	PATO:0000051	morphology
OBA:VT0002237	nasal cavity morphology trait	UBERON:0001707	nasal cavity	PATO:0000051	morphology
OBA:VT0002238	nasal mucosa morphology trait	UBERON:0005384	nasal cavity epithelium	PATO:0000051	morphology
OBA:VT0002239	nasal septum morphology trait	UBERON:0001706	nasal septum	PATO:0000051	morphology
OBA:VT0002240	paranasal sinus morphology trait	UBERON:0001825	paranasal sinus	PATO:0000051	morphology
OBA:VT0002242	olfactory mucosa morphology trait	UBERON:0005386	olfactory segment of nasal mucosa	PATO:0000051	morphology
OBA:VT0002243	vomeronasal organ morphology trait	UBERON:0002255	vomeronasal organ	PATO:0000051	morphology
OBA:VT0002244	turbinated bone morphology trait	UBERON:0001762	turbinate bone	PATO:0000051	morphology
OBA:VT0002245	ethmoid sinus morphology trait	UBERON:0002453	ethmoid sinus	PATO:0000051	morphology
OBA:VT0002246	frontal sinus morphology trait	UBERON:0001760	frontal sinus	PATO:0000051	morphology
OBA:VT0002248	sphenoid sinus morphology trait	UBERON:0001724	sphenoidal sinus	PATO:0000051	morphology
OBA:VT0002249	larynx morphology trait	UBERON:0001737	larynx	PATO:0000051	morphology
OBA:VT0002250	hypopharynx morphology trait	UBERON:0001051	hypopharynx	PATO:0000051	morphology
OBA:VT0002251	nasopharynx morphology trait	UBERON:0001728	nasopharynx	PATO:0000051	morphology
OBA:VT0002252	oropharynx morphology trait	UBERON:0001729	oropharynx	PATO:0000051	morphology
OBA:VT0002253	pharyngeal muscle morphology trait	UBERON:0000933	pharyngeal muscle	PATO:0000051	morphology
OBA:VT0002255	glottis morphology trait	UBERON:0002486	glottis	PATO:0000051	morphology
OBA:VT0002256	laryngeal cartilage morphology trait	UBERON:0001739	laryngeal cartilage	PATO:0000051	morphology
OBA:VT0002257	arytenoid cartilage morphology trait	UBERON:0001740	arytenoid cartilage	PATO:0000051	morphology
OBA:VT0002258	cricoid cartilage morphology trait	UBERON:0002375	cricoid cartilage	PATO:0000051	morphology
OBA:VT0002259	epiglottis morphology trait	UBERON:0000388	epiglottis	PATO:0000051	morphology
OBA:VT0002260	thyroid cartilage morphology trait	UBERON:0001738	thyroid cartilage	PATO:0000051	morphology
OBA:VT0002261	laryngeal mucosa morphology trait	UBERON:0001824	mucosa of larynx	PATO:0000051	morphology
OBA:VT0002262	nasal mucosa goblet cell morphology trait	CL:0002480	nasal mucosa goblet cell	PATO:0000051	morphology
OBA:VT0002263	laryngeal muscle morphology trait	UBERON:0001568	muscle of larynx	PATO:0000051	morphology
OBA:VT0002264	bronchus morphology trait	UBERON:0002185	bronchus	PATO:0000051	morphology
OBA:VT0002265	left major bronchus morphology trait	UBERON:0002178	left main bronchus	PATO:0000051	morphology
OBA:VT0002266	right major bronchus morphology trait	UBERON:0002177	right main bronchus	PATO:0000051	morphology
OBA:VT0002267	bronchiole morphology trait	UBERON:0002186	bronchiole	PATO:0000051	morphology
OBA:VT0002268	terminal bronchiole morphology trait	UBERON:0002187	terminal bronchiole	PATO:0000051	morphology
OBA:VT0002270	respiratory alveoli morphology trait	UBERON:0002299	alveolus of lung	PATO:0000051	morphology
OBA:VT0002271	respiratory alveolar duct morphology trait	UBERON:0002173	pulmonary alveolar duct	PATO:0000051	morphology
OBA:VT0002273	respiratory alveolar epithelial cell morphology trait	CL:0000322	pneumocyte	PATO:0000051	morphology
OBA:VT0002274	type I pneumocyte morphology trait	CL:0002062	type I pneumocyte	PATO:0000051	morphology
OBA:VT0002275	type II pneumocyte morphology trait	CL:0002063	type II pneumocyte	PATO:0000051	morphology
OBA:VT0002276	lung interstitium morphology trait	UBERON:0000114	lung connective tissue	PATO:0000051	morphology
OBA:VT0002277	respiratory mucosa morphology trait	UBERON:0004785	respiratory system mucosa	PATO:0000051	morphology
OBA:VT0002278	respiratory muscle morphology trait	UBERON:0014398	respiratory muscle	PATO:0000051	morphology
OBA:VT0002279	diaphragm morphology trait	UBERON:0001103	diaphragm	PATO:0000051	morphology
OBA:VT0002280	intercostal muscle morphology trait	UBERON:0001111	intercostal muscle	PATO:0000051	morphology
OBA:VT0002282	trachea morphology trait	UBERON:0003126	trachea	PATO:0000051	morphology
OBA:VT0002284	tracheal smooth muscle morphology trait	UBERON:0003387	smooth muscle of trachea	PATO:0000051	morphology
OBA:VT0002324	blood-air barrier morphology trait	UBERON:0003948	blood-air barrier	PATO:0000051	morphology
OBA:VT0002340	axillary lymph node morphology trait	UBERON:0001097	axillary lymph node	PATO:0000051	morphology
OBA:VT0002343	lymph node cortex morphology trait	UBERON:0002006	cortex of lymph node	PATO:0000051	morphology
OBA:VT0002344	lymph node B cell domain morphology trait	UBERON:0010416	lymph node B cell domain	PATO:0000051	morphology
OBA:VT0002345	lymph node primary follicle morphology trait	UBERON:0010395	lymph node primary follicle	PATO:0000051	morphology
OBA:VT0002346	lymph node secondary follicle morphology trait	UBERON:0001745	secondary nodular lymphoid tissue	PATO:0000051	morphology
OBA:VT0002347	lymph node T cell domain morphology trait	UBERON:0010417	lymph node T cell domain	PATO:0000051	morphology
OBA:VT0002348	lymph node medulla morphology trait	UBERON:0002007	medulla of lymph node	PATO:0000051	morphology
OBA:VT0002349	afferent lymphatic vessel morphology trait	UBERON:0010396	afferent lymphatic vessel	PATO:0000051	morphology
OBA:VT0002350	efferent lymphatic vessel morphology trait	UBERON:0010397	efferent lymphatic vessel	PATO:0000051	morphology
OBA:VT0002351	cervical lymph node morphology trait	UBERON:0002429	cervical lymph node	PATO:0000051	morphology
OBA:VT0002352	popliteal lymph node morphology trait	UBERON:0001543	popliteal lymph node	PATO:0000051	morphology
OBA:VT0002353	inguinal lymph node morphology trait	UBERON:0001542	inguinal lymph node	PATO:0000051	morphology
OBA:VT0002354	spleen trabecular artery morphology trait	UBERON:0010399	spleen trabecular artery	PATO:0000051	morphology
OBA:VT0002356	spleen red pulp morphology trait	UBERON:0001250	red pulp of spleen	PATO:0000051	morphology
OBA:VT0002357	spleen white pulp morphology trait	UBERON:0001959	white pulp of spleen	PATO:0000051	morphology
OBA:VT0002358	spleen periarteriolar lymphoid sheath morphology trait	UBERON:0001960	periarterial lymphatic sheath	PATO:0000051	morphology
OBA:VT0002359	spleen germinal center morphology trait	UBERON:0005196	spleen germinal center	PATO:0000051	morphology
OBA:VT0002360	spleen B cell corona morphology trait	UBERON:0010421	spleen B cell corona	PATO:0000051	morphology
OBA:VT0002361	spleen central arteriole morphology trait	UBERON:0010401	spleen central arteriole	PATO:0000051	morphology
OBA:VT0002362	spleen marginal zone morphology trait	UBERON:0001251	marginal zone of spleen	PATO:0000051	morphology
