iri,iri label,attribute,attribute label,entity,entity label
OBA:VT0000353,vestibular system physiology trait,PATO:0001509,functionality,UBERON:0004681,vestibular system
OBA:VT0000357,limb quantity,PATO:0001555,has number of,UBERON:0002101,limb
OBA:VT0000359,mast cell morphology trait,PATO:0000051,morphology,CL:0000097,mast cell
OBA:VT0000367,coat/hair morphology trait,PATO:0000051,morphology,UBERON:0001037,strand of hair
OBA:VT0000379,hair follicle quantity,PATO:0001555,has number of,UBERON:0002073,hair follicle
OBA:VT0000383,hair follicle orientation trait,PATO:0000133,orientation,UBERON:0002073,hair follicle
OBA:VT0000384,hair follicle organization trait,PATO:0000060,spatial pattern,UBERON:0002073,hair follicle
OBA:VT0000385,hair follicle size trait,PATO:0000117,size,UBERON:0002073,hair follicle
OBA:VT0000413,phalanx quantity,PATO:0001555,has number of,UBERON:0003221,phalanx
OBA:VT0000416,hair amount,PATO:0001019,mass density,UBERON:0001037,strand of hair
OBA:VT0000417,hair length,PATO:0000122,length,UBERON:0001037,strand of hair
OBA:VT0000424,hair growth trait,PATO:0001492,growth rate,UBERON:0001037,strand of hair
OBA:VT0000430,palatine process morphology trait,PATO:0000051,morphology,UBERON:0005871,palatine process of maxilla
OBA:VT0000431,palatine shelf morphology trait,PATO:0000051,morphology,UBERON:0005619,secondary palatal shelf
OBA:VT0000432,head morphology trait,PATO:0000051,morphology,UBERON:0000033,head
OBA:VT0000438,skull morphology trait,PATO:0000051,morphology,UBERON:0003129,skull
OBA:VT0000443,snout morphology trait,PATO:0000051,morphology,UBERON:0006333,snout
OBA:VT0000444,snout shape trait,PATO:0000052,shape,UBERON:0006333,snout
OBA:VT0000446,snout length,PATO:0000122,length,UBERON:0006333,snout
OBA:VT0000449,nasal bridge width,PATO:0000921,width,UBERON:0008340,nasal bridge
OBA:VT0000452,mouth morphology trait,PATO:0000051,morphology,UBERON:0000165,mouth
OBA:VT0000454,jaw morphology trait,PATO:0000051,morphology,UBERON:0001708,jaw skeleton
OBA:VT0000455,maxilla morphology trait,PATO:0000051,morphology,UBERON:0002397,maxilla
OBA:VT0000458,mandible morphology trait,PATO:0000051,morphology,UBERON:0001710,lower jaw region
OBA:VT0000461,presacral vertebra quantity,PATO:0001555,has number of,UBERON:0004451,trunk or cervical vertebra
OBA:VT0000462,gastrointestinal system morphology trait,PATO:0000051,morphology,UBERON:0001007,digestive system
OBA:VT0000467,esophagus morphology trait,PATO:0000051,morphology,UBERON:0001043,esophagus
OBA:VT0000468,esophageal epithelium morphology trait,PATO:0000051,morphology,UBERON:0001976,epithelium of esophagus
OBA:VT0000469,esophageal squamous epithelium morphology trait,PATO:0000051,morphology,UBERON:0006920,esophagus squamous epithelium
OBA:VT0000470,stomach morphology trait,PATO:0000051,morphology,UBERON:0000945,stomach
OBA:VT0000471,stomach epithelium morphology trait,PATO:0000051,morphology,UBERON:0001276,epithelium of stomach
OBA:VT0000472,stomach squamous epithelium morphology trait,PATO:0000051,morphology,UBERON:0006921,stomach squamous epithelium
OBA:VT0000473,stomach glandular epithelium morphology trait,PATO:0000051,morphology,UBERON:0006924,stomach glandular epithelium
OBA:VT0000474,foregut morphology trait,PATO:0000051,morphology,UBERON:0001041,foregut
OBA:VT0000477,intestine morphology trait,PATO:0000051,morphology,UBERON:0000160,intestine
OBA:VT0000479,intestinal cell morphology trait,PATO:0000051,morphology,CL:0000584,enterocyte
OBA:VT0000481,intestinal cell quantity,PATO:0001555,has number of,CL:0000584,enterocyte
OBA:VT0000482,fibula length,PATO:0000122,length,UBERON:0001446,fibula
OBA:VT0000484,pulmonary artery morphology trait,PATO:0000051,morphology,UBERON:0002012,pulmonary artery
OBA:VT0000488,intestinal epithelium morphology trait,PATO:0000051,morphology,UBERON:0001277,intestinal epithelium
OBA:VT0000489,large intestine morphology trait,PATO:0000051,morphology,UBERON:0000059,large intestine
OBA:VT0000490,crypt of Lieberkuhn morphology trait,PATO:0000051,morphology,UBERON:0001983,crypt of Lieberkuhn
OBA:VT0000492,rectum morphology trait,PATO:0000051,morphology,UBERON:0001052,rectum
OBA:VT0000494,cecum morphology trait,PATO:0000051,morphology,UBERON:0001153,caecum
OBA:VT0000495,colon morphology trait,PATO:0000051,morphology,UBERON:0001155,colon
OBA:VT0000496,small intestine morphology trait,PATO:0000051,morphology,UBERON:0002108,small intestine
OBA:VT0000497,small intestine orientation trait,PATO:0000140,position,UBERON:0002108,small intestine
OBA:VT0000511,intestinal mucosa morphology trait,PATO:0000051,morphology,UBERON:0001242,intestinal mucosa
OBA:VT0000516,urinary system morphology trait,PATO:0000051,morphology,UBERON:0001008,renal system
OBA:VT0000521,kidney cortex morphology trait,PATO:0000051,morphology,UBERON:0001225,cortex of kidney
OBA:VT0000524,kidney tubule quantity,PATO:0001555,has number of,UBERON:0001231,nephron tubule
OBA:VT0000526,kidney pyramid size trait,PATO:0000117,size,UBERON:0004200,kidney pyramid
OBA:VT0000530,kidney blood vessel morphology trait,PATO:0000051,morphology,UBERON:0003517,kidney blood vessel
OBA:VT0000534,ureter morphology trait,PATO:0000051,morphology,UBERON:0000056,ureter
OBA:VT0000537,urethra morphology trait,PATO:0000051,morphology,UBERON:0000057,urethra
OBA:VT0000538,urinary bladder morphology trait,PATO:0000051,morphology,UBERON:0001255,urinary bladder
OBA:VT0000539,urinary bladder size trait,PATO:0000117,size,UBERON:0001255,urinary bladder
OBA:VT0000541,urinary bladder transitional epithelium morphology trait,PATO:0000051,morphology,UBERON:0004645,urinary bladder urothelium
OBA:VT0000544,urinary bladder transitional epithelium thickness,PATO:0000915,thickness,UBERON:0004645,urinary bladder urothelium
OBA:VT0000548,limb length,PATO:0000122,length,UBERON:0002101,limb
OBA:VT0000550,forelimb morphology trait,PATO:0000051,morphology,UBERON:0002102,forelimb
OBA:VT0000552,radius morphology trait,PATO:0000051,morphology,UBERON:0001423,radius bone
OBA:VT0000554,carpus morphology trait,PATO:0000051,morphology,UBERON:0004452,carpal region
OBA:VT0000556,hindlimb morphology trait,PATO:0000051,morphology,UBERON:0002103,hindlimb
OBA:VT0000558,tibia morphology trait,PATO:0000051,morphology,UBERON:0000979,tibia
OBA:VT0000559,femur morphology trait,PATO:0000051,morphology,UBERON:0000981,femur
OBA:VT0000572,autopod morphology trait,PATO:0000051,morphology,UBERON:0002470,autopod region
OBA:VT0000573,hind paw size trait,PATO:0000117,size,UBERON:0002387,pes
OBA:VT0000574,foot pad morphology trait,PATO:0000051,morphology,UBERON:0008838,metapodial pad
OBA:VT0000579,nail morphology trait,PATO:0000051,morphology,UBERON:0001705,nail
OBA:VT0000580,nail shape trait,PATO:0000052,shape,UBERON:0001705,nail
OBA:VT0000583,nail length,PATO:0000122,length,UBERON:0001705,nail
OBA:VT0000588,tail diameter,PATO:0001334,diameter,UBERON:0002415,tail
OBA:VT0000598,liver morphology trait,PATO:0000051,morphology,UBERON:0002107,liver
OBA:VT0000599,liver size trait,PATO:0000117,size,UBERON:0002107,liver
OBA:VT0000602,sinusoidal space size trait,PATO:0000117,size,UBERON:0014399,sinusoidal space
OBA:VT0000603,liver pigmentation trait,PATO:0000014,color,UBERON:0002107,liver
OBA:VT0000606,hepatocyte quantity,PATO:0001555,has number of,CL:0000182,hepatocyte
OBA:VT0000607,hepatocyte morphology trait,PATO:0000051,morphology,CL:0000182,hepatocyte
OBA:VT0000609,liver physiology trait,PATO:0001509,functionality,UBERON:0002107,liver
OBA:VT0000613,salivary gland morphology trait,PATO:0000051,morphology,UBERON:0001044,saliva-secreting gland
OBA:VT0000615,palatine gland morphology trait,PATO:0000051,morphology,UBERON:0002447,palatine gland
OBA:VT0000620,salivary duct morphology trait,PATO:0000051,morphology,UBERON:0001837,duct of salivary gland
OBA:VT0000627,mammary gland morphology trait,PATO:0000051,morphology,UBERON:0001911,mammary gland
OBA:VT0000631,neuroendocrine gland morphology trait,PATO:0000051,morphology,UBERON:0010133,neuroendocrine gland
OBA:VT0000632,pineal gland morphology trait,PATO:0000051,morphology,UBERON:0001905,pineal body
OBA:VT0000633,pituitary gland morphology trait,PATO:0000051,morphology,UBERON:0000007,pituitary gland
OBA:VT0000639,adrenal gland morphology trait,PATO:0000051,morphology,UBERON:0002369,adrenal gland
OBA:VT0000643,adrenal central medulla morphology trait,PATO:0000051,morphology,UBERON:0001236,adrenal medulla
OBA:VT0000646,adrenocortical cell morphology trait,PATO:0000051,morphology,CL:0002097,cortical cell of adrenal gland
OBA:VT0000647,sebaceous gland morphology trait,PATO:0000051,morphology,UBERON:0001821,sebaceous gland
OBA:VT0000652,sebaceous gland size trait,PATO:0000117,size,UBERON:0001821,sebaceous gland
OBA:VT0000653,sex gland morphology trait,PATO:0000051,morphology,UBERON:0003937,sex gland
OBA:VT0000655,sex gland size trait,PATO:0000117,size,UBERON:0003937,sex gland
OBA:VT0000659,prostate size trait,PATO:0000117,size,UBERON:0002367,prostate gland
OBA:VT0000660,lateral prostate size trait,PATO:0000117,size,UBERON:0013637,prostate gland lateral lobe
OBA:VT0000661,ventral prostate size trait,PATO:0000117,size,UBERON:0007615,prostate gland ventral lobe
OBA:VT0000674,sweat gland morphology trait,PATO:0000051,morphology,UBERON:0001820,sweat gland
OBA:VT0000678,parathyroid gland morphology trait,PATO:0000051,morphology,UBERON:0001132,parathyroid gland
OBA:VT0000681,thyroid gland morphology trait,PATO:0000051,morphology,UBERON:0002046,thyroid gland
OBA:VT0000685,immune system morphology trait,PATO:0000051,morphology,UBERON:0002405,immune system
OBA:VT0000689,spleen morphology trait,PATO:0000141,structure,UBERON:0002106,spleen
OBA:VT0000696,Peyer's patch morphology trait,PATO:0000051,morphology,UBERON:0001211,Peyer's patch
OBA:VT0000700,lymph node quantity,PATO:0001555,has number of,UBERON:0000029,lymph node
OBA:VT0000701,lymph node size trait,PATO:0000117,size,UBERON:0000029,lymph node
OBA:VT0000703,thymus morphology trait,PATO:0000141,structure,UBERON:0002370,thymus
OBA:VT0000715,thymocyte quantity,PATO:0001555,has number of,CL:0000893,thymocyte
OBA:VT0000717,lymphocyte quantity,PATO:0001555,has number of,CL:0000542,lymphocyte
OBA:VT0000740,smooth muscle contractility trait,PATO:0001579,contractility,UBERON:0001135,smooth muscle tissue
OBA:VT0000741,detrusor smooth muscle contractility trait,PATO:0001579,contractility,UBERON:0000381,urinary bladder detrusor smooth muscle
OBA:VT0000742,ileal smooth muscle contractility trait,PATO:0001579,contractility,UBERON:0014390,muscle layer of ileum
OBA:VT0000759,skeletal muscle morphology trait,PATO:0000051,morphology,UBERON:0001134,skeletal muscle tissue
OBA:VT0000761,diaphragm thickness,PATO:0000915,thickness,UBERON:0001103,diaphragm
OBA:VT0000762,tongue morphology trait,PATO:0000051,morphology,UBERON:0001723,tongue
OBA:VT0000763,filiform papillae morphology trait,PATO:0000051,morphology,UBERON:0002467,filiform papilla
OBA:VT0000764,tongue epithelium morphology trait,PATO:0000051,morphology,UBERON:0003357,epithelium of tongue
OBA:VT0000765,tongue squamous epithelium morphology trait,PATO:0000051,morphology,UBERON:0006919,tongue squamous epithelium
OBA:VT0000767,smooth muscle morphology trait,PATO:0000051,morphology,UBERON:0001135,smooth muscle tissue
OBA:VT0000768,common crus morphology trait,PATO:0000051,morphology,UBERON:0013764,common crus of semicircular duct
OBA:VT0000771,brain size trait,PATO:0000117,size,UBERON:0000955,brain
OBA:VT0000776,inferior colliculus morphology trait,PATO:0000051,morphology,UBERON:0001946,inferior colliculus
OBA:VT0000777,inferior colliculus size trait,PATO:0000117,size,UBERON:0001946,inferior colliculus
OBA:VT0000778,nervous system tract morphology trait,PATO:0000051,morphology,UBERON:0001018,axon tract
OBA:VT0000779,cochlea basement membrane morphology trait,PATO:0000051,morphology,UBERON:0011922,cochlear basement membrane
OBA:VT0000780,corpus callosum morphology trait,PATO:0000051,morphology,UBERON:0002336,corpus callosum
OBA:VT0000781,corpus callosum size trait,PATO:0000117,size,UBERON:0002336,corpus callosum
OBA:VT0000783,forebrain morphology trait,PATO:0000051,morphology,UBERON:0001890,forebrain
OBA:VT0000787,telencephalon morphology trait,PATO:0000051,morphology,UBERON:0014371,future telencephalon
OBA:VT0000788,cerebral cortex morphology trait,PATO:0000051,morphology,UBERON:0000956,cerebral cortex
OBA:VT0000789,cerebral cortex thickness,PATO:0000915,thickness,UBERON:0001950,neocortex
OBA:VT0000791,cerebral cortex layer morphology trait,PATO:0000051,morphology,UBERON:0002301,layer of neocortex
OBA:VT0000792,cortical marginal zone morphology trait,PATO:0000051,morphology,UBERON:0010403,brain marginal zone
OBA:VT0000794,parietal lobe morphology trait,PATO:0000051,morphology,UBERON:0001872,parietal lobe
OBA:VT0000795,postcentral gyrus morphology trait,PATO:0000051,morphology,UBERON:0002581,postcentral gyrus
OBA:VT0000796,sensory dissociation area morphology trait,PATO:0000051,morphology,UBERON:0003938,sensory dissociation area
OBA:VT0000797,supramarginal gyrus morphology trait,PATO:0000051,morphology,UBERON:0002688,supramarginal gyrus
OBA:VT0000798,frontal lobe morphology trait,PATO:0000051,morphology,UBERON:0001870,frontal cortex
OBA:VT0000799,precentral gyrus morphology trait,PATO:0000051,morphology,UBERON:0002703,precentral gyrus
OBA:VT0000800,prefrontal gyrus morphology trait,PATO:0000051,morphology,UBERON:0001384,primary motor cortex
OBA:VT0000801,temporal lobe morphology trait,PATO:0000051,morphology,UBERON:0001871,temporal lobe
OBA:VT0000802,superior temporal gyrus morphology trait,PATO:0000051,morphology,UBERON:0002769,superior temporal gyrus
OBA:VT0000803,transverse gyrus of Heschl morphology trait,PATO:0000051,morphology,UBERON:0003939,transverse gyrus of Heschl
OBA:VT0000804,occipital lobe morphology trait,PATO:0000051,morphology,UBERON:0002021,occipital lobe
OBA:VT0000805,visual cortex morphology trait,PATO:0000051,morphology,UBERON:0002436,primary visual cortex
OBA:VT0000807,hippocampus morphology trait,PATO:0000051,morphology,UBERON:0002421,hippocampal formation
OBA:VT0000812,dentate gyrus morphology trait,PATO:0000051,morphology,UBERON:0001885,dentate gyrus of hippocampal formation
OBA:VT0000813,hippocampus layer morphology trait,PATO:0000051,morphology,UBERON:0002305,layer of hippocampus
OBA:VT0000815,Ammon gyrus morphology trait,PATO:0000051,morphology,UBERON:0001954,Ammon's horn
OBA:VT0000818,amygdala morphology trait,PATO:0000051,morphology,UBERON:0001876,amygdala
OBA:VT0000819,olfactory bulb morphology trait,PATO:0000051,morphology,UBERON:0002264,olfactory bulb
OBA:VT0000820,choroid plexus morphology trait,PATO:0000051,morphology,UBERON:0001886,choroid plexus
OBA:VT0000822,brain ventricle morphology trait,PATO:0000051,morphology,UBERON:0004086,brain ventricle
OBA:VT0000823,lateral ventricle morphology trait,PATO:0000051,morphology,UBERON:0002285,telencephalic ventricle
OBA:VT0000825,lateral ventricle size trait,PATO:0000117,size,UBERON:0002285,telencephalic ventricle
OBA:VT0000826,third ventricle morphology trait,PATO:0000051,morphology,UBERON:0002286,third ventricle
OBA:VT0000827,third ventricle size trait,PATO:0000117,size,UBERON:0002286,third ventricle
OBA:VT0000828,fourth ventricle morphology trait,PATO:0000051,morphology,UBERON:0002422,fourth ventricle
OBA:VT0000829,fourth ventricle size trait,PATO:0000117,size,UBERON:0002422,fourth ventricle
OBA:VT0000830,diencephalon morphology trait,PATO:0000051,morphology,UBERON:0001894,diencephalon
OBA:VT0000832,thalamus morphology trait,PATO:0000051,morphology,UBERON:0001897,dorsal plus ventral thalamus
OBA:VT0000834,subthalamus morphology trait,PATO:0000051,morphology,UBERON:0001900,ventral thalamus
OBA:VT0000835,subthalamic nucleus morphology trait,PATO:0000051,morphology,UBERON:0001906,subthalamic nucleus
OBA:VT0000836,substantia nigra morphology trait,PATO:0000051,morphology,UBERON:0002038,substantia nigra
OBA:VT0000837,hypothalamus morphology trait,PATO:0000051,morphology,UBERON:0001898,hypothalamus
OBA:VT0000840,epithalamus morphology trait,PATO:0000051,morphology,UBERON:0001899,epithalamus
OBA:VT0000841,hindbrain morphology trait,PATO:0000051,morphology,UBERON:0002028,hindbrain
OBA:VT0000842,superior olivary complex morphology trait,PATO:0000051,morphology,UBERON:0002128,superior olivary complex
OBA:VT0000844,pontine flexure morphology trait,PATO:0000051,morphology,UBERON:0005820,pontine flexure
OBA:VT0000846,medulla oblongata morphology trait,PATO:0000051,morphology,UBERON:0001896,medulla oblongata
OBA:VT0000847,metencephalon morphology trait,PATO:0000051,morphology,UBERON:0001895,metencephalon
OBA:VT0000848,pons morphology trait,PATO:0000051,morphology,UBERON:0000988,pons
OBA:VT0000849,cerebellum morphology trait,PATO:0000051,morphology,UBERON:0002037,cerebellum
OBA:VT0000852,cerebellum size trait,PATO:0000117,size,UBERON:0002037,cerebellum
OBA:VT0000856,cerebellum plate morphology trait,PATO:0000051,morphology,UBERON:0004008,cerebellar plate
OBA:VT0000859,somatosensory cortex morphology trait,PATO:0000051,morphology,UBERON:0008930,somatosensory cortex
