"OBA"	"RELATIONSHIP"	"VT"	"LABEL"
"OBA:VT0005108"	"skos:exactMatch"	"VT:0005108"	"ulna morphology trait"
"OBA:VT0005109"	"skos:exactMatch"	"VT:0005109"	"talus morphology trait"
"OBA:VT0005110"	"skos:exactMatch"	"VT:0005110"	"talus size trait"
"OBA:VT0005112"	"skos:exactMatch"	"VT:0005112"	"anterior horn morphology trait"
"OBA:VT0005120"	"skos:exactMatch"	"VT:0005120"	"blood growth hormone amount"
"OBA:VT0005144"	"skos:exactMatch"	"VT:0005144"	"blood VLDL cholesterol amount"
"OBA:VT0005149"	"skos:exactMatch"	"VT:0005149"	"gubernaculum morphology trait"
"OBA:VT0005153"	"skos:exactMatch"	"VT:0005153"	"B cell proliferation trait"
"OBA:VT0005160"	"skos:exactMatch"	"VT:0005160"	"urine protein amount"
"OBA:VT0005180"	"skos:exactMatch"	"VT:0005180"	"blood testosterone amount"
"OBA:VT0005183"	"skos:exactMatch"	"VT:0005183"	"blood estradiol amount"
"OBA:VT0005184"	"skos:exactMatch"	"VT:0005184"	"blood progesterone amount"
"OBA:VT0005187"	"skos:exactMatch"	"VT:0005187"	"penis morphology trait"
"OBA:VT0005189"	"skos:exactMatch"	"VT:0005189"	"perineum length"
"OBA:VT0005193"	"skos:exactMatch"	"VT:0005193"	"anterior eye segment morphology trait"
"OBA:VT0005194"	"skos:exactMatch"	"VT:0005194"	"anterior uvea morphology trait"
"OBA:VT0005195"	"skos:exactMatch"	"VT:0005195"	"posterior eye segment morphology trait"
"OBA:VT0005197"	"skos:exactMatch"	"VT:0005197"	"uvea morphology trait"
"OBA:VT0005198"	"skos:exactMatch"	"VT:0005198"	"aqueous drainage system morphology trait"
"OBA:VT0005201"	"skos:exactMatch"	"VT:0005201"	"retinal pigment epithelium morphology trait"
"OBA:VT0005203"	"skos:exactMatch"	"VT:0005203"	"trabecular meshwork morphology trait"
"OBA:VT0005204"	"skos:exactMatch"	"VT:0005204"	"canal of Schlemm morphology trait"
"OBA:VT0005205"	"skos:exactMatch"	"VT:0005205"	"eye anterior chamber morphology trait"
"OBA:VT0005206"	"skos:exactMatch"	"VT:0005206"	"aqueous humor morphology trait"
"OBA:VT0005207"	"skos:exactMatch"	"VT:0005207"	"aqueous vein morphology trait"
"OBA:VT0005208"	"skos:exactMatch"	"VT:0005208"	"iris stroma morphology trait"
"OBA:VT0005209"	"skos:exactMatch"	"VT:0005209"	"gastric mucosa morphology trait"
"OBA:VT0005211"	"skos:exactMatch"	"VT:0005211"	"gastric mucosa thickness"
"OBA:VT0005215"	"skos:exactMatch"	"VT:0005215"	"islet of Langerhans morphology trait"
"OBA:VT0005220"	"skos:exactMatch"	"VT:0005220"	"exocrine pancreas morphology trait"
"OBA:VT0005222"	"skos:exactMatch"	"VT:0005222"	"somite size trait"
"OBA:VT0005231"	"skos:exactMatch"	"VT:0005231"	"brachial lymph node morphology trait"
"OBA:VT0005232"	"skos:exactMatch"	"VT:0005232"	"mesenteric lymph node morphology trait"
"OBA:VT0005235"	"skos:exactMatch"	"VT:0005235"	"olfactory lobe morphology trait"
"OBA:VT0005236"	"skos:exactMatch"	"VT:0005236"	"olfactory nerve morphology trait"
"OBA:VT0005237"	"skos:exactMatch"	"VT:0005237"	"olfactory tract morphology trait"
"OBA:VT0005239"	"skos:exactMatch"	"VT:0005239"	"Bruch membrane morphology trait"
"OBA:VT0005241"	"skos:exactMatch"	"VT:0005241"	"retinal ganglion layer morphology trait"
"OBA:VT0005246"	"skos:exactMatch"	"VT:0005246"	"orbit morphology trait"
"OBA:VT0005247"	"skos:exactMatch"	"VT:0005247"	"extraocular muscle morphology trait"
"OBA:VT0005248"	"skos:exactMatch"	"VT:0005248"	"Harderian gland morphology trait"
"OBA:VT0005249"	"skos:exactMatch"	"VT:0005249"	"palatine bone morphology trait"
"OBA:VT0005252"	"skos:exactMatch"	"VT:0005252"	"meibomian gland morphology trait"
"OBA:VT0005253"	"skos:exactMatch"	"VT:0005253"	"eye physiology trait"
"OBA:VT0005267"	"skos:exactMatch"	"VT:0005267"	"olfactory cortex morphology trait"
"OBA:VT0005269"	"skos:exactMatch"	"VT:0005269"	"occipital bone morphology trait"
"OBA:VT0005270"	"skos:exactMatch"	"VT:0005270"	"zygomatic bone morphology trait"
"OBA:VT0005271"	"skos:exactMatch"	"VT:0005271"	"lacrimal bone morphology trait"
"OBA:VT0005272"	"skos:exactMatch"	"VT:0005272"	"temporal bone morphology trait"
"OBA:VT0005273"	"skos:exactMatch"	"VT:0005273"	"cranial base morphology trait"
"OBA:VT0005274"	"skos:exactMatch"	"VT:0005274"	"viscerocranium morphology trait"
"OBA:VT0005277"	"skos:exactMatch"	"VT:0005277"	"brainstem morphology trait"
"OBA:VT0005278"	"skos:exactMatch"	"VT:0005278"	"cholesterol homeostasis trait"
"OBA:VT0005280"	"skos:exactMatch"	"VT:0005280"	"adipose fatty acid amount"
"OBA:VT0005285"	"skos:exactMatch"	"VT:0005285"	"adipose unsaturated fatty acid amount"
"OBA:VT0005286"	"skos:exactMatch"	"VT:0005286"	"adipose saturated fatty acid amount"
"OBA:VT0005294"	"skos:exactMatch"	"VT:0005294"	"heart ventricle morphology trait"
"OBA:VT0005296"	"skos:exactMatch"	"VT:0005296"	"humerus morphology trait"
"OBA:VT0005298"	"skos:exactMatch"	"VT:0005298"	"clavicle morphology trait"
"OBA:VT0005299"	"skos:exactMatch"	"VT:0005299"	"eye posterior chamber morphology trait"
"OBA:VT0005300"	"skos:exactMatch"	"VT:0005300"	"corneal stroma morphology trait"
"OBA:VT0005301"	"skos:exactMatch"	"VT:0005301"	"corneal endothelium morphology trait"
"OBA:VT0005303"	"skos:exactMatch"	"VT:0005303"	"urinary bladder physiology trait"
"OBA:VT0005305"	"skos:exactMatch"	"VT:0005305"	"coagulating gland size trait"
"OBA:VT0005306"	"skos:exactMatch"	"VT:0005306"	"phalanx morphology trait"
"OBA:VT0005308"	"skos:exactMatch"	"VT:0005308"	"blood ammonia amount"
"OBA:VT0005310"	"skos:exactMatch"	"VT:0005310"	"salivary gland physiology trait"
"OBA:VT0005311"	"skos:exactMatch"	"VT:0005311"	"blood amino acid amount"
"OBA:VT0005316"	"skos:exactMatch"	"VT:0005316"	"tactition trait"
"OBA:VT0005325"	"skos:exactMatch"	"VT:0005325"	"glomerulus morphology trait"
"OBA:VT0005328"	"skos:exactMatch"	"VT:0005328"	"blood creatinine amount"
"OBA:VT0005329"	"skos:exactMatch"	"VT:0005329"	"heart muscle morphology trait"
"OBA:VT0005334"	"skos:exactMatch"	"VT:0005334"	"fat pad morphology trait"
"OBA:VT0005335"	"skos:exactMatch"	"VT:0005335"	"gonadal fat pad morphology trait"
"OBA:VT0005336"	"skos:exactMatch"	"VT:0005336"	"inguinal fat pad morphology trait"
"OBA:VT0005337"	"skos:exactMatch"	"VT:0005337"	"retroperitoneal fat pad morphology trait"
"OBA:VT0005345"	"skos:exactMatch"	"VT:0005345"	"blood corticosterone amount"
"OBA:VT0005346"	"skos:exactMatch"	"VT:0005346"	"blood aldosterone amount"
"OBA:VT0005353"	"skos:exactMatch"	"VT:0005353"	"patella morphology trait"
"OBA:VT0005354"	"skos:exactMatch"	"VT:0005354"	"ilium morphology trait"
"OBA:VT0005355"	"skos:exactMatch"	"VT:0005355"	"thyroid gland size trait"
"OBA:VT0005358"	"skos:exactMatch"	"VT:0005358"	"incisor morphology trait"
"OBA:VT0005361"	"skos:exactMatch"	"VT:0005361"	"pituitary gland size trait"
"OBA:VT0005369"	"skos:exactMatch"	"VT:0005369"	"muscular system trait"
"OBA:VT0005380"	"skos:exactMatch"	"VT:0005380"	"embryonic development trait"
"OBA:VT0005382"	"skos:exactMatch"	"VT:0005382"	"head trait"
"OBA:VT0005388"	"skos:exactMatch"	"VT:0005388"	"respiratory system trait"
"OBA:VT0005389"	"skos:exactMatch"	"VT:0005389"	"reproductive system trait"
"OBA:VT0005394"	"skos:exactMatch"	"VT:0005394"	"olfactory system trait"
"OBA:VT0005404"	"skos:exactMatch"	"VT:0005404"	"axon morphology trait"
"OBA:VT0005406"	"skos:exactMatch"	"VT:0005406"	"heart size trait"
"OBA:VT0005410"	"skos:exactMatch"	"VT:0005410"	"fertilization trait"
"OBA:VT0005416"	"skos:exactMatch"	"VT:0005416"	"blood protein amount"
"OBA:VT0005418"	"skos:exactMatch"	"VT:0005418"	"blood hormone amount"
"OBA:VT0005423"	"skos:exactMatch"	"VT:0005423"	"somatic nervous system physiology trait"
"OBA:VT0005437"	"skos:exactMatch"	"VT:0005437"	"blood glycogen amount"
"OBA:VT0005443"	"skos:exactMatch"	"VT:0005443"	"ethanol metabolism trait"
"OBA:VT0005444"	"skos:exactMatch"	"VT:0005444"	"retinol metabolism trait"
"OBA:VT0005445"	"skos:exactMatch"	"VT:0005445"	"neurotransmitter release trait"
"OBA:VT0005450"	"skos:exactMatch"	"VT:0005450"	"energy expenditure trait"
"OBA:VT0005452"	"skos:exactMatch"	"VT:0005452"	"adipose amount"
"OBA:VT0005475"	"skos:exactMatch"	"VT:0005475"	"blood thyroxine amount"
"OBA:VT0005476"	"skos:exactMatch"	"VT:0005476"	"blood triiodothyronine amount"
"OBA:VT0005499"	"skos:exactMatch"	"VT:0005499"	"olfactory system morphology trait"
"OBA:VT0005500"	"skos:exactMatch"	"VT:0005500"	"gustatory system morphology trait"
"OBA:VT0005501"	"skos:exactMatch"	"VT:0005501"	"skin physiology trait"
"OBA:VT0005502"	"skos:exactMatch"	"VT:0005502"	"urinary system physiology trait"
"OBA:VT0005503"	"skos:exactMatch"	"VT:0005503"	"tendon morphology trait"
"OBA:VT0005504"	"skos:exactMatch"	"VT:0005504"	"ligament morphology trait"
"OBA:VT0005521"	"skos:exactMatch"	"VT:0005521"	"blood atrial natriuretic factor amount"
"OBA:VT0005535"	"skos:exactMatch"	"VT:0005535"	"body temperature trait"
"OBA:VT0005537"	"skos:exactMatch"	"VT:0005537"	"cerebral aqueduct morphology trait"
"OBA:VT0005543"	"skos:exactMatch"	"VT:0005543"	"cornea thickness trait"
"OBA:VT0005545"	"skos:exactMatch"	"VT:0005545"	"lens development trait"
"OBA:VT0005592"	"skos:exactMatch"	"VT:0005592"	"blood vessel smooth muscle morphology trait"
"OBA:VT0005593"	"skos:exactMatch"	"VT:0005593"	"blood vessel smooth muscle contractility trait"
"OBA:VT0005603"	"skos:exactMatch"	"VT:0005603"	"neuron size trait"
"OBA:VT0005609"	"skos:exactMatch"	"VT:0005609"	"blood antidiuretic hormone amount"
"OBA:VT0005623"	"skos:exactMatch"	"VT:0005623"	"meninges morphology trait"
"OBA:VT0005629"	"skos:exactMatch"	"VT:0005629"	"lung mass"
"OBA:VT0005645"	"skos:exactMatch"	"VT:0005645"	"hypothalamus physiology trait"
"OBA:VT0005646"	"skos:exactMatch"	"VT:0005646"	"pituitary gland physiology trait"
"OBA:VT0005647"	"skos:exactMatch"	"VT:0005647"	"sex gland physiology trait"
"OBA:VT0005650"	"skos:exactMatch"	"VT:0005650"	"limb bud morphology trait"
"OBA:VT0005651"	"skos:exactMatch"	"VT:0005651"	"gonad rudiment morphology trait"
"OBA:VT0005657"	"skos:exactMatch"	"VT:0005657"	"neural plate morphology trait"
"OBA:VT0005660"	"skos:exactMatch"	"VT:0005660"	"blood epinephrine amount"
"OBA:VT0005663"	"skos:exactMatch"	"VT:0005663"	"blood norepinephrine amount"
"OBA:VT0005667"	"skos:exactMatch"	"VT:0005667"	"blood leptin amount"
"OBA:VT0005675"	"skos:exactMatch"	"VT:0005675"	"gall bladder size trait"
"OBA:VT0006000"	"skos:exactMatch"	"VT:0006000"	"corneal epithelium morphology trait"
"OBA:VT0006007"	"skos:exactMatch"	"VT:0006007"	"basal ganglion morphology trait"
"OBA:VT0006008"	"skos:exactMatch"	"VT:0006008"	"neurogenesis trait"
"OBA:VT0006009"	"skos:exactMatch"	"VT:0006009"	"neuronal migration trait"
"OBA:VT0006011"	"skos:exactMatch"	"VT:0006011"	"endolymphatic duct morphology trait"
"OBA:VT0006014"	"skos:exactMatch"	"VT:0006014"	"endolymphatic sac size trait"
"OBA:VT0006018"	"skos:exactMatch"	"VT:0006018"	"tympanic membrane morphology trait"
"OBA:VT0006019"	"skos:exactMatch"	"VT:0006019"	"tympanic membrane size trait"
"OBA:VT0006020"	"skos:exactMatch"	"VT:0006020"	"tympanic ring size trait"
"OBA:VT0006021"	"skos:exactMatch"	"VT:0006021"	"Reissner membrane morphology trait"
"OBA:VT0006025"	"skos:exactMatch"	"VT:0006025"	"Reissner membrane size trait"
"OBA:VT0006026"	"skos:exactMatch"	"VT:0006026"	"terminal bronchiole tube size trait"
"OBA:VT0006029"	"skos:exactMatch"	"VT:0006029"	"sclerotome morphology trait"
"OBA:VT0006030"	"skos:exactMatch"	"VT:0006030"	"otic vesicle morphology trait"
"OBA:VT0006031"	"skos:exactMatch"	"VT:0006031"	"branchial pouch morphology trait"
"OBA:VT0006032"	"skos:exactMatch"	"VT:0006032"	"ureteric bud morphology trait"
"OBA:VT0006033"	"skos:exactMatch"	"VT:0006033"	"external auditory canal morphology trait"
"OBA:VT0006034"	"skos:exactMatch"	"VT:0006034"	"urine myoglobin amount"
"OBA:VT0006061"	"skos:exactMatch"	"VT:0006061"	"atrium symmetry"
"OBA:VT0006062"	"skos:exactMatch"	"VT:0006062"	"vena cava morphology trait"
"OBA:VT0006063"	"skos:exactMatch"	"VT:0006063"	"inferior vena cava morphology trait"
"OBA:VT0006064"	"skos:exactMatch"	"VT:0006064"	"superior vena cava morphology trait"
"OBA:VT0006065"	"skos:exactMatch"	"VT:0006065"	"heart orientation trait"
"OBA:VT0006069"	"skos:exactMatch"	"VT:0006069"	"retinal neuronal layer morphology trait"
"OBA:VT0006076"	"skos:exactMatch"	"VT:0006076"	"blood homocysteine amount"
"OBA:VT0006078"	"skos:exactMatch"	"VT:0006078"	"nipple morphology trait"
"OBA:VT0006083"	"skos:exactMatch"	"VT:0006083"	"blood vessel elastic tissue morphology trait"
"OBA:VT0006084"	"skos:exactMatch"	"VT:0006084"	"blood phospholipid amount"
"OBA:VT0006089"	"skos:exactMatch"	"VT:0006089"	"saccule morphology trait"
"OBA:VT0006090"	"skos:exactMatch"	"VT:0006090"	"utricle morphology trait"
"OBA:VT0006091"	"skos:exactMatch"	"VT:0006091"	"olfactory epithelium morphology trait"
"OBA:VT0006099"	"skos:exactMatch"	"VT:0006099"	"granule layer thickness"
"OBA:VT0006100"	"skos:exactMatch"	"VT:0006100"	"tegmentum morphology trait"
"OBA:VT0006102"	"skos:exactMatch"	"VT:0006102"	"tegmentum size trait"
"OBA:VT0006103"	"skos:exactMatch"	"VT:0006103"	"midbrain roof plate morphology trait"
"OBA:VT0006104"	"skos:exactMatch"	"VT:0006104"	"tectum morphology trait"
"OBA:VT0006105"	"skos:exactMatch"	"VT:0006105"	"tectum size trait"
"OBA:VT0006107"	"skos:exactMatch"	"VT:0006107"	"atrioventricular canal morphology trait"
"OBA:VT0006108"	"skos:exactMatch"	"VT:0006108"	"hindbrain development trait"
"OBA:VT0006113"	"skos:exactMatch"	"VT:0006113"	"heart septum morphology trait"
"OBA:VT0006127"	"skos:exactMatch"	"VT:0006127"	"great vessel orientation trait"
"OBA:VT0006151"	"skos:exactMatch"	"VT:0006151"	"cornea curvature trait"
"OBA:VT0006162"	"skos:exactMatch"	"VT:0006162"	"eyelid thickness"
"OBA:VT0006168"	"skos:exactMatch"	"VT:0006168"	"epicanthal fold morphology trait"
"OBA:VT0006175"	"skos:exactMatch"	"VT:0006175"	"choroid size trait"
"OBA:VT0006192"	"skos:exactMatch"	"VT:0006192"	"conjunctival blood vessel morphology trait"
"OBA:VT0006195"	"skos:exactMatch"	"VT:0006195"	"eyeball orientation trait"
"OBA:VT0006210"	"skos:exactMatch"	"VT:0006210"	"orbit size trait"
"OBA:VT0006212"	"skos:exactMatch"	"VT:0006212"	"orbit width"
"OBA:VT0006213"	"skos:exactMatch"	"VT:0006213"	"orbit depth"
"OBA:VT0006214"	"skos:exactMatch"	"VT:0006214"	"orbit symmetry"
"OBA:VT0006215"	"skos:exactMatch"	"VT:0006215"	"optic disc morphology trait"
"OBA:VT0006216"	"skos:exactMatch"	"VT:0006216"	"optic disc size trait"
"OBA:VT0006228"	"skos:exactMatch"	"VT:0006228"	"iris size trait"
"OBA:VT0006235"	"skos:exactMatch"	"VT:0006235"	"pupil quantity"
"OBA:VT0006237"	"skos:exactMatch"	"VT:0006237"	"choroid blood vessel morphology trait"
"OBA:VT0006241"	"skos:exactMatch"	"VT:0006241"	"pupil orientation trait"
"OBA:VT0006245"	"skos:exactMatch"	"VT:0006245"	"lens orientation trait"
"OBA:VT0006250"	"skos:exactMatch"	"VT:0006250"	"line of Schwalbe morphology trait"
"OBA:VT0006256"	"skos:exactMatch"	"VT:0006256"	"gustatory papillae morphology trait"
"OBA:VT0006257"	"skos:exactMatch"	"VT:0006257"	"fungiform papillae morphology trait"
"OBA:VT0006258"	"skos:exactMatch"	"VT:0006258"	"circumvallate papillae morphology trait"
"OBA:VT0006259"	"skos:exactMatch"	"VT:0006259"	"foliate papillae morphology trait"
"OBA:VT0006260"	"skos:exactMatch"	"VT:0006260"	"gustatory papillae taste bud morphology"
"OBA:VT0006274"	"skos:exactMatch"	"VT:0006274"	"urine sodium amount"
"OBA:VT0006276"	"skos:exactMatch"	"VT:0006276"	"autonomic nervous system physiology trait"
"OBA:VT0006277"	"skos:exactMatch"	"VT:0006277"	"parasympathetic nervous system physiology trait"
"OBA:VT0006279"	"skos:exactMatch"	"VT:0006279"	"limb development trait"
"OBA:VT0006282"	"skos:exactMatch"	"VT:0006282"	"posterior horn morphology trait"
"OBA:VT0007000"	"skos:exactMatch"	"VT:0007000"	"heart apex orientation trait"
"OBA:VT0007001"	"skos:exactMatch"	"VT:0007001"	"endocardial cushion morphology trait"
"OBA:VT0007002"	"skos:exactMatch"	"VT:0007002"	"endocardial cushion size trait"
"OBA:VT0007003"	"skos:exactMatch"	"VT:0007003"	"endocardial cushion thickness"
"OBA:VT0007026"	"skos:exactMatch"	"VT:0007026"	"left atrium mass"
"OBA:VT0007027"	"skos:exactMatch"	"VT:0007027"	"right atrium mass"
"OBA:VT0007028"	"skos:exactMatch"	"VT:0007028"	"heart mass"
"OBA:VT0007030"	"skos:exactMatch"	"VT:0007030"	"left ventricle capacity"
"OBA:VT0007031"	"skos:exactMatch"	"VT:0007031"	"left ventricle mass"
"OBA:VT0007032"	"skos:exactMatch"	"VT:0007032"	"right ventricle capacity"
"OBA:VT0007033"	"skos:exactMatch"	"VT:0007033"	"right ventricle mass"
"OBA:VT0007036"	"skos:exactMatch"	"VT:0007036"	"pericardium orientation trait"
"OBA:VT0007038"	"skos:exactMatch"	"VT:0007038"	"endocardial cushion orientation trait"
"OBA:VT0007041"	"skos:exactMatch"	"VT:0007041"	"heart tube orientation trait"
"OBA:VT0007081"	"skos:exactMatch"	"VT:0007081"	"atrium septum morphology trait"
"OBA:VT0007082"	"skos:exactMatch"	"VT:0007082"	"ventricle septum morphology trait"
"OBA:VT0007090"	"skos:exactMatch"	"VT:0007090"	"aorta size trait"
"OBA:VT0007091"	"skos:exactMatch"	"VT:0007091"	"aorta root width"
"OBA:VT0008088"	"skos:exactMatch"	"VT:0008088"	"T-helper 1 cell differentiation trait"
"OBA:VT0008092"	"skos:exactMatch"	"VT:0008092"	"T-helper 2 cell differentiation trait"
"OBA:VT0008115"	"skos:exactMatch"	"VT:0008115"	"dendritic cell development trait"
"OBA:VT0008131"	"skos:exactMatch"	"VT:0008131"	"Peyer's patch quantity"
"OBA:VT0008134"	"skos:exactMatch"	"VT:0008134"	"Peyer's patch size trait"
"OBA:VT0008463"	"skos:exactMatch"	"VT:0008463"	"peripheral lymph node morphology trait"
"OBA:VT0008466"	"skos:exactMatch"	"VT:0008466"	"mesenteric lymph node size trait"
"OBA:VT0008470"	"skos:exactMatch"	"VT:0008470"	"splenic B cell follicle morphology"
"OBA:VT0008471"	"skos:exactMatch"	"VT:0008471"	"spleen primary B follicle morphology trait"
"OBA:VT0008472"	"skos:exactMatch"	"VT:0008472"	"spleen secondary B follicle morphology trait"
"OBA:VT0008473"	"skos:exactMatch"	"VT:0008473"	"spleen follicular dendritic cell network morphology trait"
"OBA:VT0008482"	"skos:exactMatch"	"VT:0008482"	"spleen germinal center quantity"
"OBA:VT0008484"	"skos:exactMatch"	"VT:0008484"	"spleen germinal center size trait"
"OBA:VT0008522"	"skos:exactMatch"	"VT:0008522"	"lymph node germinal center morphology trait"
"OBA:VT0008542"	"skos:exactMatch"	"VT:0008542"	"cervical lymph node size trait"
"OBA:VT0008557"	"skos:exactMatch"	"VT:0008557"	"interferon-alpha secretion trait"
"OBA:VT0008558"	"skos:exactMatch"	"VT:0008558"	"interferon-beta secretion trait"
"OBA:VT0008559"	"skos:exactMatch"	"VT:0008559"	"interferon-gamma secretion trait"
"OBA:VT0008589"	"skos:exactMatch"	"VT:0008589"	"blood interleukin-1 amount"
"OBA:VT0008590"	"skos:exactMatch"	"VT:0008590"	"blood interleukin-10 amount"
"OBA:VT0008595"	"skos:exactMatch"	"VT:0008595"	"blood interleukin-6 amount"
"OBA:VT0008598"	"skos:exactMatch"	"VT:0008598"	"blood interleukin-2 amount"
"OBA:VT0008601"	"skos:exactMatch"	"VT:0008601"	"blood interleukin-4 amount"
"OBA:VT0008604"	"skos:exactMatch"	"VT:0008604"	"blood interleukin-7 amount"
"OBA:VT0008607"	"skos:exactMatch"	"VT:0008607"	"blood interleukin-13 amount"
"OBA:VT0008610"	"skos:exactMatch"	"VT:0008610"	"blood interleukin-15 amount"
"OBA:VT0008613"	"skos:exactMatch"	"VT:0008613"	"blood interleukin-17 amount"
"OBA:VT0008622"	"skos:exactMatch"	"VT:0008622"	"blood interleukin-3 amount"
"OBA:VT0008625"	"skos:exactMatch"	"VT:0008625"	"blood interleukin-5 amount"
"OBA:VT0008628"	"skos:exactMatch"	"VT:0008628"	"blood interleukin-9 amount"
"OBA:VT0008631"	"skos:exactMatch"	"VT:0008631"	"blood interleukin-16 amount"
"OBA:VT0008634"	"skos:exactMatch"	"VT:0008634"	"blood interleukin-18 amount"
"OBA:VT0008637"	"skos:exactMatch"	"VT:0008637"	"blood interleukin-1 alpha amount"
"OBA:VT0008640"	"skos:exactMatch"	"VT:0008640"	"blood interleukin-1 beta amount"
"OBA:VT0008650"	"skos:exactMatch"	"VT:0008650"	"interleukin-1 secretion trait"
"OBA:VT0008653"	"skos:exactMatch"	"VT:0008653"	"interleukin-1 alpha secretion trait"
"OBA:VT0008656"	"skos:exactMatch"	"VT:0008656"	"interleukin-1 beta secretion trait"
"OBA:VT0008659"	"skos:exactMatch"	"VT:0008659"	"interleukin-10 secretion trait"
"OBA:VT0008662"	"skos:exactMatch"	"VT:0008662"	"interleukin-12 secretion trait"
"OBA:VT0008671"	"skos:exactMatch"	"VT:0008671"	"interleukin-13 secretion trait"
"OBA:VT0008674"	"skos:exactMatch"	"VT:0008674"	"interleukin-15 secretion trait"
"OBA:VT0008677"	"skos:exactMatch"	"VT:0008677"	"interleukin-16 secretion trait"
"OBA:VT0008680"	"skos:exactMatch"	"VT:0008680"	"interleukin-17 secretion trait"
"OBA:VT0008683"	"skos:exactMatch"	"VT:0008683"	"interleukin-18 secretion trait"
"OBA:VT0008686"	"skos:exactMatch"	"VT:0008686"	"interleukin-2 secretion trait"
"OBA:VT0008689"	"skos:exactMatch"	"VT:0008689"	"interleukin-23 secretion trait"
"OBA:VT0008695"	"skos:exactMatch"	"VT:0008695"	"interleukin-3 secretion trait"
"OBA:VT0008698"	"skos:exactMatch"	"VT:0008698"	"interleukin-4 secretion trait"
"OBA:VT0008701"	"skos:exactMatch"	"VT:0008701"	"interleukin-5 secretion trait"
"OBA:VT0008704"	"skos:exactMatch"	"VT:0008704"	"interleukin-6 secretion trait"
"OBA:VT0008707"	"skos:exactMatch"	"VT:0008707"	"interleukin-7 secretion trait"
"OBA:VT0008710"	"skos:exactMatch"	"VT:0008710"	"interleukin-9 secretion trait"
"OBA:VT0008724"	"skos:exactMatch"	"VT:0008724"	"eosinophil migration trait"
"OBA:VT0008737"	"skos:exactMatch"	"VT:0008737"	"spleen physiology trait"
"OBA:VT0008739"	"skos:exactMatch"	"VT:0008739"	"spleen iron amount"
"OBA:VT0008744"	"skos:exactMatch"	"VT:0008744"	"B cell anergy trait"
"OBA:VT0008745"	"skos:exactMatch"	"VT:0008745"	"central B cell anergy trait"
"OBA:VT0008746"	"skos:exactMatch"	"VT:0008746"	"peripheral B cell anergy trait"
"OBA:VT0008747"	"skos:exactMatch"	"VT:0008747"	"T cell anergy trait"
"OBA:VT0008749"	"skos:exactMatch"	"VT:0008749"	"peripheral T cell anergy trait"
"OBA:VT0008754"	"skos:exactMatch"	"VT:0008754"	"T cell receptor V(D)J recombination trait"
"OBA:VT0008755"	"skos:exactMatch"	"VT:0008755"	"immunoglobulin V(D)J recombination trait"
"OBA:VT0008761"	"skos:exactMatch"	"VT:0008761"	"immunoglobulin light chain V-J recombination trait"
"OBA:VT0008766"	"skos:exactMatch"	"VT:0008766"	"B cell receptor editing trait"
"OBA:VT0008778"	"skos:exactMatch"	"VT:0008778"	"lymphangiogenesis trait"
"OBA:VT0009056"	"skos:exactMatch"	"VT:0009056"	"interleukin-21 secretion trait"
"OBA:VT0009059"	"skos:exactMatch"	"VT:0009059"	"blood interleukin-21 amount"
"OBA:VT0009323"	"skos:exactMatch"	"VT:0009323"	"spleen development trait"
"OBA:VT0009539"	"skos:exactMatch"	"VT:0009539"	"Hassall's corpuscle morphology trait"
"OBA:VT0009543"	"skos:exactMatch"	"VT:0009543"	"thymus corticomedullary boundary morphology trait"
"OBA:VT0009544"	"skos:exactMatch"	"VT:0009544"	"thymus epithelium morphology trait"
"OBA:VT0009623"	"skos:exactMatch"	"VT:0009623"	"inguinal lymph node size trait"
"OBA:VT0009625"	"skos:exactMatch"	"VT:0009625"	"abdominal lymph node morphology trait"
"OBA:VT0009626"	"skos:exactMatch"	"VT:0009626"	"celiac lymph node morphology trait"
"OBA:VT0009627"	"skos:exactMatch"	"VT:0009627"	"submandibular lymph node morphology trait"
"OBA:VT0009629"	"skos:exactMatch"	"VT:0009629"	"brachial lymph node size trait"
"OBA:VT0009631"	"skos:exactMatch"	"VT:0009631"	"axillary lymph node size trait"
"OBA:VT0009635"	"skos:exactMatch"	"VT:0009635"	"popliteal lymph node size trait"
"OBA:VT0009858"	"skos:exactMatch"	"VT:0009858"	"cellular extravasation trait"
"OBA:VT0010002"	"skos:exactMatch"	"VT:0010002"	"mammary gland size trait"
"OBA:VT0010003"	"skos:exactMatch"	"VT:0010003"	"bone morphology trait"
"OBA:VT0010005"	"skos:exactMatch"	"VT:0010005"	"bone development trait"
"OBA:VT0010007"	"skos:exactMatch"	"VT:0010007"	"skin adnexa morphology trait"
"OBA:VT0010009"	"skos:exactMatch"	"VT:0010009"	"femur mass"
"OBA:VT0010010"	"skos:exactMatch"	"VT:0010010"	"femur strength trait"
"OBA:VT0010012"	"skos:exactMatch"	"VT:0010012"	"humerus strength trait"
"OBA:VT0010013"	"skos:exactMatch"	"VT:0010013"	"humerus mass"
"OBA:VT0010014"	"skos:exactMatch"	"VT:0010014"	"femur circumference"
"OBA:VT0010015"	"skos:exactMatch"	"VT:0010015"	"tibia mass"
"OBA:VT0010018"	"skos:exactMatch"	"VT:0010018"	"mammary gland symmetry"
"OBA:VT0010019"	"skos:exactMatch"	"VT:0010019"	"epididymis mass"
"OBA:VT0010020"	"skos:exactMatch"	"VT:0010020"	"seminiferous tubule diameter"
"OBA:VT0010022"	"skos:exactMatch"	"VT:0010022"	"metacarpus length"
