id	predicate	value
EFO:0020947	rdfs:label	triglycerides:total lipids ratio@en
EFO:0008340	rdfs:label	fear of minor pain measurement
EFO:0007777	rdfs:label	base metabolic rate measurement
EFO:0020774	rdfs:label	thymidylate synthase measurement
EFO:0021326	rdfs:label	X-12726 measurement
EFO:0009177	rdfs:label	myopic maculopathy severity measurement
EFO:0020517	rdfs:label	keratin, type I cytoskeletal 18 measurement
EFO:0010362	rdfs:label	lysophosphatidylcholine 20:3 measurement@en
EFO:0007013	rdfs:label	aspirin use measurement
EFO:0005130	rdfs:label	thyroxine measurement
EFO:0010105	rdfs:label	CD4-positive T-lymphocyte count
EFO:0021076	rdfs:label	1-arachidonoylglycerophosphocholine measurement
EFO:0020571	rdfs:label	midkine measurement
EFO:0010419	rdfs:label	triacylglycerol 54:1 measurement@en
EFO:0007908	rdfs:label	traffic air pollution measurement
EFO:0008012	rdfs:label	Abelson tyrosine-protein kinase 2 measurement
EFO:0004345	rdfs:label	corneal topography
EFO:0007796	rdfs:label	parental longevity
EFO:0009247	rdfs:label	Ovalocyte Count
EFO:0021345	rdfs:label	X-13069 measurement
EFO:0020057	rdfs:label	diacylglycerol 33:3 measurement
EFO:0021359	rdfs:label	X-13741 measurement
EFO:0008458	rdfs:label	tacrolimus measurement
EFO:0020167	rdfs:label	ATP-dependent rna helicase ddx19b measurement
EFO:0004520	rdfs:label	ICAM-1 measurement
EFO:0009401	rdfs:label	hippocampal amigdala transition area volume
EFO:0020767	rdfs:label	tgf-beta receptor type-2 measurement
EFO:0009232	rdfs:label	Blast Count
EFO:0020015	rdfs:label	X-11593 measurement@en
EFO:0004984	rdfs:label	complement C4 measurement
EFO:0010341	rdfs:label	cholesteryl ester 16:0 measurement@en
EFO:0008160	rdfs:label	insulin receptor measurement
EFO:0020281	rdfs:label	complement component C6 measurement
EFO:0007910	rdfs:label	CHGB cleavage product measurement
EFO:0004998	rdfs:label	carbohydrate measurement
EFO:0010355	rdfs:label	diacylglycerol 36:2 measurement@en
EFO:0020337	rdfs:label	dual specificity tyrosine-phosphorylation-regulated kinase 3 measurement
EFO:0009342	rdfs:label	Measles virus seropositivity
EFO:0020125	rdfs:label	acidic leucine-rich nuclear phosphoprotein 32 family member b measurement
EFO:0004324	rdfs:label	body weights and measures
EFO:0020877	rdfs:label	linoleic acid change measurement
EFO:0004338	rdfs:label	body weight
EFO:0005211	rdfs:label	aspirin hydrolysis measurement
EFO:0010733	rdfs:label	polyunsaturated fatty acid measurement@en
EFO:0021241	rdfs:label	X-11470 measurement
EFO:0008168	rdfs:label	interleukin 1 receptor-like 1 measurement
EFO:0009603	rdfs:label	stroke outcome severity measurement
EFO:0021165	rdfs:label	N-2-furoylglycine measurement
EFO:0008068	rdfs:label	carbonic anhydrase 6 measurement
EFO:0021179	rdfs:label	theobromine measurement
EFO:0010525	rdfs:label	propionic acid measurement@en
EFO:0010772	rdfs:label	CD244 measurement
EFO:0008178	rdfs:label	interleukin 18 receptor 1 measurement
EFO:0020720	rdfs:label	seizure 6-like protein 2 measurement
EFO:0020495	rdfs:label	interleukin-18-binding protein measurement
EFO:0009891	rdfs:label	carbamazepine metabolite measurement
EFO:0008334	rdfs:label	TpTe measurement
EFO:0020294	rdfs:label	cyclin-dependent kinase 1:g2/mitotic-specific cyclin-B1 complex measurement
EFO:0020830	rdfs:label	tyrosine-protein kinase TEC measurement
EFO:0004880	rdfs:label	urinary arsenic measurement
EFO:0020587	rdfs:label	nascent polypeptide-associated complex subunit alpha measurement
EFO:0005654	rdfs:label	velocity of sound measurement
EFO:0010428	rdfs:label	triacylglycerol 56:10 measurement@en
EFO:0008021	rdfs:label	alpha-2-macroglobulin receptor-associated protein measurement
EFO:0020697	rdfs:label	rab gdp dissociation inhibitor beta measurement
EFO:0020108	rdfs:label	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 measurement
EFO:0010968	rdfs:label	phosphate measurement@en
EFO:0010482	rdfs:label	gamma-aminoisobutyric acid measurement@en
EFO:0021220	rdfs:label	X-11247 measurement
EFO:0005937	rdfs:label	longitudinal BMI measurement
EFO:0010538	rdfs:label	taurocholate measurement@en
EFO:0006947	rdfs:label	red wine liking measurement
EFO:0021061	rdfs:label	10-nonadecenoate 19:1n9 measurement
EFO:0021330	rdfs:label	X-12740 measurement
EFO:0008402	rdfs:label	susceptibility to cold sores measurement
EFO:0020218	rdfs:label	calcium/calmodulin-dependent protein kinase type II subunit alpha measurement
EFO:0010592	rdfs:label	tumor necrosis factor ligand superfamily member 8 measurement@en
EFO:0008029	rdfs:label	apolipoprotein E measurement
EFO:0008233	rdfs:label	MHC class I polypeptide-related sequence A measurement
EFO:0009949	rdfs:label	KANNO antigen measurement
EFO:0020606	rdfs:label	neutrophil-activating peptide 2 measurement
EFO:0008139	rdfs:label	glypican-5 measurement
EFO:0004819	rdfs:label	resistin measurement
EFO:0010511	rdfs:label	niacinamide measurement@en
EFO:0020287	rdfs:label	contactin-4 measurement
EFO:0010396	rdfs:label	sphingomyelin 22:1 measurement@en
EFO:0011038	rdfs:label	anti-human herpes virus 7 antibody measurement@en
EFO:0020869	rdfs:label	glycerophospholipid change measurement
EFO:0007875	rdfs:label	excessive daytime sleepiness measurement
EFO:0021092	rdfs:label	1-stearoylglycerophosphocholine measurement
EFO:0010621	rdfs:label	stromelysin‐2 measurement@en
EFO:0020397	rdfs:label	galectin-2 measurement
EFO:0021233	rdfs:label	X-11438 measurement
EFO:0010774	rdfs:label	CD6 measurement
EFO:0021282	rdfs:label	X-12056 measurement
EFO:0010788	rdfs:label	leukemia inhibitory factor receptor measurement
EFO:0008381	rdfs:label	total cortical area measurement
EFO:0020316	rdfs:label	delta-like protein 1 measurement
EFO:0009885	rdfs:label	frailty measurement
EFO:0021150	rdfs:label	benzoate measurement
EFO:0008053	rdfs:label	C-C motif chemokine 5 measurement
EFO:0020426	rdfs:label	growth hormone receptor measurement
EFO:0021386	rdfs:label	octanoylcarnitine-to-X-13435 ratio
EFO:0021129	rdfs:label	glycylvaline measurement
EFO:0020204	rdfs:label	C-type mannose receptor 2 measurement
EFO:0020941	rdfs:label	lysophosphatidylcholine 15:0 measurement@en
EFO:0010614	rdfs:label	follistatin measurement@en
EFO:0021053	rdfs:label	3-carboxy-4-methyl-5-propyl-2-furanpropanoate CMPF measurement
EFO:0020258	rdfs:label	chromobox protein homolog 5 measurement
EFO:0010413	rdfs:label	triacylglycerol 52:1 measurement@en
EFO:0004830	rdfs:label	caudate nucleus volume
EFO:0007902	rdfs:label	hepcidin:transferrin saturation ratio
EFO:0010382	rdfs:label	phosphatidylcholine 36:4 measurement@en
EFO:0006830	rdfs:label	insulin metabolic clearance rate measurement
EFO:0004768	rdfs:label	follicle stimulating hormone measurement
EFO:0010125	rdfs:label	viral load
EFO:0008470	rdfs:label	dietary potassium intake measurement
EFO:0010139	rdfs:label	fish consumption measurement
EFO:0008215	rdfs:label	lysosomal protective protein measurement
EFO:0005132	rdfs:label	5-HIAA measurement
EFO:0008014	rdfs:label	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 measurement
EFO:0021011	rdfs:label	phenol sulfate measurement
EFO:0010517	rdfs:label	oxalate measurement@en
EFO:0008110	rdfs:label	Dickkopf-related protein 4 measurement
EFO:0010627	rdfs:label	pro‐adrenomedullin measurement@en
EFO:0020341	rdfs:label	ectodysplasin-a, secreted form measurement
EFO:0006955	rdfs:label	ADAMTS13 activity measurement
EFO:0008373	rdfs:label	left ventricular ejection fraction measurement
EFO:0021288	rdfs:label	X-12100--hydroxytryptophan measurement
EFO:0020504	rdfs:label	interleukin-3 receptor subunit alpha measurement
EFO:0004554	rdfs:label	genomic measurement
EFO:0008118	rdfs:label	endoglin measurement
EFO:0007860	rdfs:label	ADHD symptom measurement
EFO:0020871	rdfs:label	phosphatidylcholine change measurement
EFO:0020614	rdfs:label	nuclear receptor subfamily 1 group d member 1 measurement
EFO:0006823	rdfs:label	total trans-18:1 fatty acid measurement
EFO:0004460	rdfs:label	soluble transferrin receptor measurement
EFO:0021207	rdfs:label	X-08988 measurement
EFO:0010995	rdfs:label	n-methylnicotinic acid measurement
EFO:0008535	rdfs:label	post-traumatic stress disorder symptom measurement
EFO:0007893	rdfs:label	alpha-carotene measurement
EFO:0008306	rdfs:label	tryptase beta-2 measurement
EFO:0008331	rdfs:label	interleukin 2 measurement
EFO:0021261	rdfs:label	X-11795 measurement
EFO:0021317	rdfs:label	X-12627 measurement
EFO:0021004	rdfs:label	3-methylhistidine measurement
EFO:0005763	rdfs:label	pulse pressure measurement
EFO:0010792	rdfs:label	oncostatin-M measurement
EFO:0004468	rdfs:label	glucose measurement
EFO:0020933	rdfs:label	HIV resevoir measurement@en
EFO:0009930	rdfs:label	Calcium channel blocker use measurement
EFO:0021371	rdfs:label	X-14541 measurement
EFO:0021114	rdfs:label	4-androsten-3beta,17beta-diol disulfate 2 measurement
EFO:0008339	rdfs:label	fear of medical pain measurement
EFO:0010432	rdfs:label	triacylglycerol 56:5 measurement@en
EFO:0020324	rdfs:label	dickkopf-like protein 1 measurement
EFO:0020850	rdfs:label	vitamin k-dependent protein S measurement
EFO:0004885	rdfs:label	early cardiac repolarization measurement
EFO:0008449	rdfs:label	magnesium:creatinine ratio measurement
EFO:0007957	rdfs:label	urinary 1,3-butadiene measurement
EFO:0010242	rdfs:label	beta globulin measurement@en
EFO:0010542	rdfs:label	ureidopropionic acid measurement@en
EFO:0020434	rdfs:label	heat shock cognate 71 kda protein measurement
EFO:0005659	rdfs:label	plasma beta-amyloid 1-40 measurement
EFO:0007659	rdfs:label	APOE carrier status
EFO:0006941	rdfs:label	grip strength measurement
EFO:0020222	rdfs:label	cAMP-dependent protein kinase catalytic subunit alpha measurement
EFO:0005187	rdfs:label	C-peptide measurement
EFO:0021274	rdfs:label	X-11876 measurement
EFO:0009223	rdfs:label	Hemoglobin S Measurement
EFO:0021017	rdfs:label	tryptophan betaine measurement
EFO:0008151	rdfs:label	hepatitis A virus cellular receptor 2 measurement
EFO:0020600	rdfs:label	neurogenic locus notch homolog protein 3 measurement
EFO:0005603	rdfs:label	age at breast cancer diagnosis
EFO:0010346	rdfs:label	cholesteryl ester 18:3 measurement@en
EFO:0008165	rdfs:label	interferon gamma measurement
EFO:0009943	rdfs:label	Antihistamine use measurement
EFO:0010903	rdfs:label	anti-chlamydia trachomatis antibody measurement@en
EFO:0020286	rdfs:label	contactin-1 measurement
EFO:0020238	rdfs:label	casein kinase II subunit alpha measurement
EFO:0020753	rdfs:label	stanniocalcin-1 measurement
EFO:0020047	rdfs:label	phosphatidate measurement
EFO:0010390	rdfs:label	sphingomyelin 14:0 measurement@en
EFO:0011032	rdfs:label	fractional excretion of lactulose to mannitol ratio@en
EFO:0008159	rdfs:label	inosine-5'-monophosphate dehydrogenase 2 measurement
EFO:0020863	rdfs:label	major adverse cardiovascular event measurement@en
EFO:0000409	rdfs:label	disease free survival
EFO:0009596	rdfs:label	feeling tense measurement
EFO:0007936	rdfs:label	disease prognosis measurement
EFO:0021100	rdfs:label	5-dodecenoate 12:1n7 measurement
EFO:0020708	rdfs:label	rgm domain family member b measurement
EFO:0021267	rdfs:label	X-11845 measurement
EFO:0021094	rdfs:label	1-stearoylglycerophosphoinositol measurement
EFO:0006504	rdfs:label	non-dense area measurement
EFO:0020310	rdfs:label	cytosolic non-specific dipeptidase measurement
EFO:0020195	rdfs:label	C-C motif chemokine 13 measurement
EFO:0010980	rdfs:label	3-aminoisobutyrate measurement
EFO:0006871	rdfs:label	beta wave measurement
EFO:0004614	rdfs:label	apolipoprotein A 1 measurement
EFO:0008266	rdfs:label	plexin-C1 measurement
EFO:0021377	rdfs:label	X-14662 measurement
EFO:0020420	rdfs:label	grb2-related adapter protein 2 measurement
EFO:0010473	rdfs:label	cyclic adenosine monophosphate measurement@en
EFO:0021225	rdfs:label	X-11327 measurement
EFO:0021052	rdfs:label	15-methylpalmitate isobar with 2-methylpalmitate measurement
EFO:0020683	rdfs:label	protein kinase c zeta type measurement
EFO:0020153	rdfs:label	anti-muellerian hormone type-2 receptor measurement
EFO:0007998	rdfs:label	cognitive impairment measurement
EFO:0020224	rdfs:label	cAMP-specific 3',5'-cyclic phosphodiesterase 4D measurement
EFO:0020259	rdfs:label	chymase measurement
EFO:0021335	rdfs:label	X-12798 measurement
EFO:0020531	rdfs:label	leucine-rich repeat transmembrane neuronal protein 1 measurement
EFO:0005118	rdfs:label	IGFBP-1 measurement
EFO:0007907	rdfs:label	methadone dose measurement
EFO:0020278	rdfs:label	complement C5 measurement
EFO:0010909	rdfs:label	adrenomedullin measurement
EFO:0010221	rdfs:label	systemising measurement@en
EFO:0020413	rdfs:label	glycylpeptide n-tetradecanoyltransferase 1 measurement
EFO:0006864	rdfs:label	breastfeeding duration
EFO:0020056	rdfs:label	diacylglycerol 33:1 measurement
EFO:0008086	rdfs:label	CMRF35-like molecule 6 measurement
EFO:0008418	rdfs:label	susceptibility to rubella infection measurement
EFO:0007700	rdfs:label	exploratory eye movement measurement
EFO:0009388	rdfs:label	sum of basophil and neutrophil counts
EFO:0010543	rdfs:label	uridine diphosphate galactose measurement@en
EFO:0008227	rdfs:label	matrilysin measurement
EFO:0021238	rdfs:label	X-11445--5-alpha-pregnan-3beta,20alpha-disulfate measurement
EFO:0009114	rdfs:label	in utero exposure measurement
EFO:0010779	rdfs:label	CXCL11 measurement
EFO:0008372	rdfs:label	laterality measurement
EFO:0007810	rdfs:label	Plasmodium falciparum antigen IgG1 measurement
EFO:0021045	rdfs:label	stearoylcarnitine measurement
EFO:0004314	rdfs:label	forced expiratory volume
EFO:0005276	rdfs:label	hydroxy-leucine measurement
EFO:0010068	rdfs:label	respiratory symptom change measurement
EFO:0010576	rdfs:label	liver fibrosis measurement@en
EFO:0006822	rdfs:label	trans-16:1n-7 fatty acid measurement
EFO:0020717	rdfs:label	scavenger receptor cysteine-rich type 1 protein m130 measurement
EFO:0021155	rdfs:label	3-cystein-S-ylacetaminophen measurement
EFO:0009961	rdfs:label	Insulinogenic index measurement
EFO:0011011	rdfs:label	sitting height measurement@en
EFO:0010446	rdfs:label	2-hydroxyglutaric acid measurement@en
EFO:0020827	rdfs:label	tyrosine-protein kinase lyn measurement
EFO:0006333	rdfs:label	transferrin saturation measurement
EFO:0010234	rdfs:label	viral subtype carrier status@en
EFO:0020891	rdfs:label	tyrosine change measurement
EFO:0009098	rdfs:label	cognitive domain measurement
EFO:0020126	rdfs:label	activated protein C measurement
EFO:0007770	rdfs:label	post-operative fentanyl consumption measurement
EFO:0020634	rdfs:label	phosphatidylethanolamine-binding protein 1 measurement
EFO:0010729	rdfs:label	sun exposure measurement@en
EFO:0010732	rdfs:label	omega-6:omega-3 polyunsaturated fatty acid ratio@en
EFO:0020929	rdfs:label	electrocardiogram PR prolongation@en
EFO:0009765	rdfs:label	alanine measurement
EFO:0010479	rdfs:label	fructose-6-phosphate measurement@en
EFO:0008047	rdfs:label	C-C motif chemokine 19 measurement
EFO:0004462	rdfs:label	PR interval
EFO:0010151	rdfs:label	soluble triggering receptor expressed on myeloid cells 2 measurement
EFO:0021058	rdfs:label	n-Butyl Oleate measurement
EFO:0020159	rdfs:label	apoptosis regulator BCL-2 measurement
EFO:0010404	rdfs:label	triacylglycerol 48:1 measurement@en
EFO:0010600	rdfs:label	angiopoietin-1 receptor measurement@en
EFO:0007803	rdfs:label	emotional symptom measurement
EFO:0008192	rdfs:label	interleukin 9 measurement
EFO:0007630	rdfs:label	glycerophospholipid measurement
EFO:0010589	rdfs:label	matrix metalloproteinase 10 measurement@en
EFO:0008333	rdfs:label	T wave amplitude
EFO:0004134	rdfs:label	tumor size
EFO:0009770	rdfs:label	leucine measurement
EFO:0008475	rdfs:label	mood instability measurement
EFO:0004703	rdfs:label	age at menarche
EFO:0008274	rdfs:label	retinoic acid receptor responder protein 2 measurement
EFO:0008201	rdfs:label	kynureninase measurement
EFO:0020591	rdfs:label	netrin receptor UNC5D measurement
EFO:0020647	rdfs:label	platelet-activating factor acetylhydrolase measurement
EFO:0007977	rdfs:label	nervonic acid measurement
EFO:0004697	rdfs:label	estradiol measurement
EFO:0007741	rdfs:label	R wave amplitude
EFO:0020454	rdfs:label	histone H2A.Z measurement
EFO:0020242	rdfs:label	cathepsin G measurement
EFO:0021304	rdfs:label	X-12407 measurement
EFO:0004983	rdfs:label	complement C3 measurement
EFO:0010340	rdfs:label	cholesteryl ester 14:0 measurement@en
EFO:0021037	rdfs:label	3-dehydrocarnitine measurement
EFO:0021400	rdfs:label	4-acetamidobutanoate-to-X-03056--N-[3-(2-Oxopyrrolidin-1-yl)propyl]acetamide ratio
EFO:0008403	rdfs:label	susceptibility to mononucleosis measurement
EFO:0007865	rdfs:label	loneliness measurement
EFO:0005608	rdfs:label	cortical opacity measurement
EFO:0021414	rdfs:label	valine-to-proline ratio
EFO:0020620	rdfs:label	oxidized low-density lipoprotein receptor 1 measurement
EFO:0009225	rdfs:label	Hemoglobin Tetramer Measurement
EFO:0004828	rdfs:label	genetic variation
EFO:0021147	rdfs:label	HWESASXX measurement
EFO:0010764	rdfs:label	caspase-8 measurement
EFO:0010507	rdfs:label	lactose measurement@en
EFO:0008100	rdfs:label	contactin-2 measurement
EFO:0007930	rdfs:label	LDL cholesterol:HDL cholesterol ratio
EFO:0020357	rdfs:label	ephrin-A5 measurement
EFO:0008436	rdfs:label	late gestational weight gain
EFO:0021239	rdfs:label	X-11452 measurement
EFO:0020145	rdfs:label	amyloid beta A4 protein measurement
EFO:0008094	rdfs:label	complement component C8 measurement
EFO:0021091	rdfs:label	1-palmitoylglycerophosphoinositol measurement
EFO:0020702	rdfs:label	receptor tyrosine-protein kinase erbb-4 measurement
EFO:0020897	rdfs:label	citrus intake measurement@en
EFO:0009598	rdfs:label	feeling miserable measurement
EFO:0008108	rdfs:label	dermatopontin measurement
EFO:0600085	rdfs:label	PP interval
EFO:0009935	rdfs:label	Non-steroidal anti-inflammatory and antirheumatic product use measurement
